label,body_text
y,yay!! im finally goin 2 c avatar :D
y,Anyone interested in training for the Cville 10 miler with me?
y,Everything is fine until it isn’t. And then you deal with it.
y,enjoyed her Wednesday night.
y,going out to dinner :)
y,is stressed OUT.
y,is going to spend some time with her...
y,I want this shit forever man.
y,goin' out tonight!  XD
y,"tired. eyes are burning but my soul keeps yearning, for more than just a whispered good night."
y,finally found out who got her hubby and kid sick... and is pissed that she didn't find out until her son started puking.
y,"stupid laptop making ""whir"" sounds.  maybe hitting will make it better?  *laptop dies*  ....damn...."
y,no longer the dish washing bitch
y,Well done!! everyones done soo well so far n talk about energy :D - just 1 show left
y,is still rather fluish.
y,"It's a Wonderful day, for PIE!"
y,"yesssss, josh groban has a solo in the new ""we are the world recording""....."
y,is learning... constantly
y,loves snl. and is going to marry bill hader =]
y,"*PROPNAME* more convincing as the king than *PROPNAME*? Wow... I mean he's good and all, but I sure know one source of reviews to ignore now"
y,24 hours without the kids -- I miss my babies!
y,says hi.
y,has a crush on the Green Lantern.
y,Hay veces en las que simplemente quisiera olvidarme de todo y refugiarme en la profundidad de mi mente...
y,has tea!!!!!
y,wants a Neon Cactus.
y,"loved 9! Allegory, symbolism, talking ragdolls, satire, and explosions! Yes!"
y,"Every time I log in to something and I see one of those checkboxes next to the words ""Remember Me,"" I can't help but think - ever so briefly - ""but ahhhhh, for-r-ge-et my faaate."""
y,"had a great night out with friends, ate awesome food, and watched stand up comedians on youtube.  fun...and now i'm tired.  g'night everybody."
y,"I finally went grocery shopping. Picked up a small piece of raclette, not knowing what it was, because I wanted something to put on crackers. Turns out it is supposed to be melted over a flame or special grill and then immediately scraped onto some kind of bread. Whyyyy did I get such a difficult cheese? Will just putting it right on a pan or toasting it somehow work? I guess we'll see!"
y,is feeling a little subbydub today.
y,"To the dickwads who sat in the table next to me: Yeah, insulting me in Korean behind my back thinking that I wouldn't understand...  Go back into the recess of the fucking cess pool you fucking crawled out of, you dumb fucks!  Love, *PROPNAME*"
y,hates writer's block.
y,boogabooogaboggaaa!
y,Seems to be attracting incompetence today...
y,"His destructive programming is taking effect. He will be irresistibly drawn to large cities, where he will back up sewers, reverse street signs, and steal everyone's left shoe."
y,"is thinking, what's not to love about a city that hosts a festival called, ""Pig Out in the Park"""
y,Last day in Ko Chang : (  but teaching starts Monday : )
y,has bought stripey Toe socks.
y,wonders why no one ever followed up on *PROPNAME*'s pledge to eat the CRA.
y,is going back to Tennessee.
y,"doing nerdy stuff in my room...reading Gentry magazine, organizing//cleaning things...TGISaturday ?"
y,is not okay with the fact that a mouse keeps traipsing across her living room as if he's been living here his whole life. I'm off to buy poison or a trap or something -- but somebody please reassure me that he will not climb up into my bed tonight...please!
y,Mono is no fun :(
y,Merry Christams to all my friends on facebook :)
y,"My husband is out in the 18"" playing with the dog and the neighbors' kids.  Gotta love him."
y,"""Death and famine stalk the land like two great stalking things."" ~ *PROPNAME*"
y,having fun in the am.  i also have a midterm on physics in the next 7 hours.  good night peoples and wish me luck!
y,"awesome party. and yes, it exceeded my expectations.  ;D"
y,"money, teeth cleaning, g-ma's, bus, top secret errand, target, rodarte dress for $40(!!!), some warm and comfy- themed xmas shopping, spending time with mom, coffee, sephora.com, the office, stepping outside and forgetting how cold it gets without proper coverage- productive and selfindulgent bliss. not a bad day off."
y,the weather needs to not be like this...boooo
y,"I don’t wanna bike or fishing pole, I just wanna submarine. I’m gonna keep it in a swimming pool, Gonna keep it nice and clean. I don’t want a fucking pogo stick, I just wanna submarine. Fucking pedal car can suck my dick, Where’s my fucking submarine?"
y,is seventeen in three days!
y,"TALLER TRIPARTITO PRENDAS NUEVAS A LA VENTA.... vestidos, camisas y pantalones! ABIERTO DE 11am - 8pm LUNES - SABADO!"
y,"""Parents spend the first part of our lives teaching us to walk and talk, and the rest of it telling us to sit down and shut up."" XD"
y,"Sick of this nihilistic depression shit--fine, life may be meaningless, I may be right about all the other disturbingly bleak shit I've been thinking...but I'm not a self-killer so I'm stuck here--might as well pull it together and live this crazy life I've got anyway, eh?  Some change is in the works (just in time for the New Year, ironically)."
y,is spending her Saturday sleeping & sermonizing & snacking.
y,"Hmm, that wasn't too bad. Had me worried for a minute.  I've certainly seen worse endings. Like freakin' Fallen! Seriously, what the crap was that?! Anyways, not bad. ^^"
y,I'm almost ready to submit.
y,"is changing gears from ""nurse"" back to ""pastor"" as *PROPNAME* is back in Laramie and Sunday morning is coming soon..."
y,*PROPNAME*
y,is seeing *PROPNAME* this weekend. :)  We're going to the Shedd Aquarium and doing other fun stuffs. <3
y,"""hello, customers!  if you're watching this, then you may or may not be a candidate for laser eyeball surgeries!  how do you do??   my name is ping pong von laserstein ~ today, we're going to talk about your eyes..."""
y,BEACH BALL TONIGHT!!!!!!!   XD
y,"~ CDC latest report: Autism effects 1 in 110 children born each day. 1 in 70 boys. Put this in your status for 1 HOUR if you know someone with AUTISM. Let our children's voices be heard. Here's to 2010 increasing awareness, research and proactively finding answers."
y,is actually going to see someone besides my mother on my day off. No offense mom. U r fabulous but im turning into a 13-year-old not-out-of-the-closet-yet gay man by the amount of time i spend with you.
y,"""history must concede that he was in the exceptional position of a self infatuated man who happened to be right"" --- the entertaining things i find while researching"
y,"i bought it today, but i haven't opened it yet.  actually, i probably won't get to it for another few days since i'll be so busy with moving and setting up everything else."
y,has renamed his iPod: *PROPNAME*
y,Had a wonderiferous birthday. :)
y,thinks she needs to stop leaving so many pictures half-done before getting new ideas.
y,Really needs to plan out the next two days carefully... Hmm...  ¬_¬
y,"""She checkin out my dougie like she's patty mayonnaise"" ..... Really? People get paid to come up with this shit?  Second guessing my career path... shoulda been a rapper.  I could totally pull off a ""grill"""
y,loves the gorilla face!
y,"Can't sleep--landmines in my mind.  Awake since 6 AM, ugh..."
y,"messed up an assignment for one class already in the early college season.  FML!!!!!!  stupid hw...  -_-"""
y,"Yeah, about that hot water...."
y,la la la la!
y,"I hate homeworks on holidays, especially when i have a little time to finish a lottt of it :("
y,"Brrrrrrrrrrrrrrrr, cold day! Where are those 40+ degree temps we're supposed to be getting?!?!?!"
y,sad to leave San Jose -(
y,Starbuck's Caramel Apple Spice = <3
y,"Watching NCIS marathon.  Last time I did this, I investigated mysterious deaths all night long!  And I had to work the next day!"
y,is headed to the Franciscan Retreat Center in Colorado Springs for the SoulJourners Retreat...
y,"Last night I dreamt that I was a real housewife of ATL, and NeNe was trying to start some drama with me! I was ready to fight her! Then I woke up..."
y,why the hell am i still awake
y,"[The ""liberal media""] love to be denounced from the right, and the right loves to denounce them, because that makes them look like courageous defenders of freedom and independence while, in fact, they are imposing all of the presuppositions of the propaganda system.-Chomsky"
y,"Hey what's your favorite planet? Mine's the sun, cause it's like the king of all the planets."
y,is thankful; only Justice Scalia's wit could make CIv Pro bearable reading at this hour.
y,Sometimes I think the surest sign that intelligent life exists elsewhere in the universe is that none of it has tried to contact us. -- *PROPNAME*
y,"What's black and green and red all over?  Me after the GWAR show, YEAH! XD  Time for the sleep of a lifetime now, though...damn."
y,"someone just said to me ""this font reminds me of you"""
y,"""we don't use the term 'insane' ~ we prefer 'mentally hilarious'."" ~ family guy"
y,Raise your hand if you are snowed in AND consuming way too many calories.  I GOTTA GET OUTTA HERE!
y,is having a games night with the girls if anyone is interested in joining???
y,NY is the BEST!
y,wants curl up in a ball a lock myself in a closet bc i get the feeling that i will have to repeat english 3 and religion 3 next year
y,"is drawing instead of homeworking. :| This is fun, but not good."
y,using facebook as procrastination for practicum applications...beautiful lol
y,....curse this internet and//or computer. whichever one is currently sucking and screwing up facebook. screwing up everything!
y,slept so much last night
y,hopes they schedule her C-Section at her doctor's appointment on Wednesday.
y,necesito TODOS los negativos POSIBLES de fotos... si tienen plzzzz démenlos!!
y,How long of an extension cord would I need to keep my phone plugged in at home and go to *PROPNAME*?
y,is studying hard for the G.R.E.
y,probably the busiest I have ever been in my life
y,I want *PROPNAME* the Antelope.
y,"""If at first you don't succeed, find out if the loser gets anything.""    -*PROPNAME*"
y,"bought ""Season 1"" of the old Thundercats cartoon; watching the shit out of this old nostalgic favorite right now. On an unrelated note, I have TONS of homework. Looks like a good combination."
y,"so exhausted today, i don't want it to rain. blehhhh"
y,Why did they discontinue naptime after kindergarten?!?! I need a nap!
y,"Hang on a minute, i have to put my phone in my cheese so i can get out my keys to open this door..."
y,Mmm... Damn new fucking children only watching blonde people fuck.
y,Black
y,is sleepy and doesn't want to pack
y,just found out that you lose your sense of smell when you sleep.  Interesting.
y,Why is it impossible to sit in the tub with the shower on and not feel emo?
y,"I can really see this Dislike button being abused for very ironic purposes... (Now, joy, I get to read Jane Eyre)"
y,"had it all set up for the weekend.  now it's all ruined.  hopefully, a trip to the met, visit to a spa, and quality time in li will smooth out the wrinkles in this disatrous turn of events.  meh..."
y,"I'm a victim of my own insides. There was a time when I wanted to know everything...It used to make me very unhappy, all that feeling. I just didn't know what to do with it. But now I've learned to make that feeling work for me. I'm full of emotion and I "
y,mmmm. . . cannibalism day in my dead ppl class :)
y,"FREEEDDDOOMMM!! Well, that is for now..."
y,Anyone else in International Law next semester?
y,Err:509
y,just finished watching terminator about to watch Dance Flick :)
y,i give up.
y,todays run was amazing! I made it to washington st and back in 64:00 min with very little pain in my back! XC meet tmrw @RCC in Moreno Valley
y,A good friend passed away suddenly this morning. Keeping her in my thoughts.
y,is not pleased with the 9th inning of the Rockies//Cardinals game...
y,Orienteering  today
y,is finally off to bed...so tired!!!
y,lolz putting ur language on pirate is fun :D
y,is fed up with messin with the relationship status n is goin to upload pics :D
y,Monday a.m. Yoga...*sigh* my life is SO hard ;)
y,is missing all of her CTY peeps.  She hopes they will keep her updated on what happening in that little town with big city problems.
y,"""Is it special when you're lonely// do you spend your whole life// in a studio apartment// with a cat for a wife// The seasons, when they call you// do you barricade the door// are you stubborn, stubborn, stubborn to the core?...Then the longest winter// is on her way// you called her without knowing it// but now it's too late..."" Trying to keep the zen, but it's hard to hang onto sometimes on nights like these."
y,"enjoyed spending time with one of her favorite people, *PROPNAME*. :-)"
y,is happy *PROPNAME* is coming to Princeton
y,is awake and packing.. ;__;
y,is sermonizing after having accidentally slept all day...
y,PPPPPPoker face PPPoker face
y,is in love with her hair today. <3
y,wow it's been like a whole year already soO freaky well n e ways happy new years eve!!!!
y,I just dreamed the mob kidnapped me and was forcing me to host a toothpaste infomercial. The draw for the toothpaste is that it was used by athletes in the Olympics. I kept getting all the names and locations wrong because nobody told me what they were. A burly guy in a suit was getting pretty upset cause we were stopping so much. He was on the roof for some reason. The set looked suspiciously like my backyard. Huh.
y,is thinking of doing BOTH Stairmaster//booty exercises AND Tricked Out Pole class tonight. Workout obsessed!!
y,best boss's lunch ever!
y,saw Up. Also saw two Chuck Norris movies. FFFFFFFFFFFF- WEIRDEST MIX EVER.
y,"HOUSE! HOUSE EVERYONE, HOUSE!"
y,Being kicked in the pinky apparently really hurts... the next day.
y,is finally doing what she should have done a long time ago. A burden has been lifted.
y,want to invest in a pool hmmmm hate public pools yuk
y,does the reading ever end?
y,done with work...for now
y,is going to art class.
y,was pretty awesome 2night guys :) - cheers n yay for cars :P
y,"did 45 minutes of dance, 8 minute abs, 8 minute buns, stretching, dog walking...NOW I can relax, watch Jersey Shore reunion and eat ice cream! :-)"
y,misses *PROPNAME* already.
y,Brand-new whiteboard markers make me happy...so inky!
y,What was LSU thinking?
y,"would like to remind everybody that we live in a multicultural society composed of more than just Christians, that this country was NOT built off of Christianity (in fact, many of our Founding Fathers were Deists, not Christians) and the only ones keeping Christ out of Christmas are the people who insist on filing lawsuits for not saying ""Christmas"" instead of spending their time caring for others!  Happy Holidays!"
y,The Mighty Boosh is completely mad but completely awesome. It has soothed my disgruntled sadness with its peculiar brand of British inanity...and interpretive dance. *nodnod*
y,is unloved <//3
y,loong day tomorrow. not looking forward to it. hopefully i did ok on my mid term for history. =p
y,Merry Christmas!
y,is annoyed with herself
y,in need of a babysitter the afternoon and evening of UVA v. VT...any ideas?  Know any great sitters?  HELP!  :)
y,"nat. science final in a couple of hours....  more study or sleep?  argh, stupid test!!!"
y,is back from Impact.
y,Wishing the lovely *PROPNAME* a Happy Birthday!
y,*PROPNAME*
y,"It just occurred to me that two of my favorite songs are punk songs about gruesome abortions (""Bodies"" by Sex Pistols and ""Die of Shame"" by Tilt)...man, I'm just not quite right, lol!"
y,wants to see the season finale of True Blood already!
y,is going to the pool later.
y,"saw my old friend *PROPNAME* today, lots of catchin' up to do...=]]"
y,misses writing as much as i used to. needs a journal.
y,is excited for *PROPNAME*'s Birthday! Don't forget your one dollar bills girls!! Haha :)
y,"got her books today. rather excited for intro to poetry. read sylvia plath and edwin arlington robinson on the way home =] also, got glasses today. not too sure how i feel about them. didnt not wear them on the way home"
y,"Only one level left on Grand Fantasia, then I am a Palidin!"
y,can't breathe and feels like her insides are clawing their way out through her belly button. I hate pain.
y,has just watched The Shawshank Redemption and is about to watch Pulp  Fiction. Excellent Night.
y,is boredd.
y,is still finishing homework. On to Algebra II.
y,does not enjoy the idea of writing an essay at all :(
y,"a little irked that *PROPNAME* won, but her collection really was gorgeous"
y,mmm waffles n_n
y,Rip open the diseased heart of a corporation and what spills out? -On people
y,"Why do you insist that the human genetic code is ""sacred"" or ""taboo""? It is a chemical process and nothing more. For that matter -we- are chemical processes and nothing more. If you deny yourself a useful tool simply because it reminds you uncomfortably of your mortality, you have uselessly and pointlessly crippled yourself. Chairman *PROPNAME*, ""Looking God in the Eye"""
y,I Fucking Hate *PROPNAME*...
y,"is sick.....still. And possibly jobless in 2 weeks. That is, if no more positions open up for me at Wal-mart."
y,hello fall weather!! I love this...I'm so happy!
y,"Today was a much needed day off !! Back to a fake smile tomorrow, but rejuvinated by friends tonight."
y,"""So judge me by my actions. Maybe some will be scared enough to wake from their walking dream state"""
y,"just got back from the pool.  Wow, I'm exhausted..."
y,s epic wound is starting to heal!  Yay!
y,fullllll tooo  bindassssssssssssssssssssssssssssss!!!!!!!!!!!!!!!!!
y,"it's a bird, it's a plane, it's a BIRDPLANE"
y,"The girl walking me to my classes today asked me if I played any sports.  HAHAHAHA HA ha ha ha...Ahh, that's funny.  Silly cheerleaders."
y,"That, ladies and gentlemen, was a season opener."
y,"Dear car battery: Why are you dead again?  What am I going to do with you?? (No, really--what am I supposed to do with it?)  You make me sad. ://"
y,SCHOOL'S CLOSED BIATCH!!!!!!!!!!!!!!!!!!!!!!!!!!!
y,“What’s ROFLMAO?! Is it ‘Rolling Around With My Fist In My Arse?’”
y,Mmm... Liquid Kryptonite!
y,is trying to fight it off
y,TAX REFUND!
y,Monsters Inc. is ON!
y,Getting ready for NYC
y,thinks gossips talk so much about other people's lives because they must not be too comfortable with their own.
y,"for those of you who asked, the port was an '85 ""*PROPNAME*"" from Vila Nova de Gaia, Portugal"
