label,body_text
n,wishes to develop a super power that prevents her from needing to sleep.
n,"Lame Canada! Sorry neighbors to the north, but after China’s opening Olympic ceremony 2 years ago, that was just weak. Even *PROPNAME* can’t show up 10,000 in sync drumming Chinamen. Glad the U.S. didn’t get the bid for 2010 lol."
n,"well my first class was cancelled because the professor thinks her whole family has come down with H1N1, so I'm trying to be productive anyway...."
n,is jammin on DJ Hero with *PROPNAME*
n,bought new jeans.
n,should give up on art and be a scientist.
n,"Reading ""A Clockwork Orange"", and then on to ""Slaughter-House five""...probably"
n,Schoools out for... Winter?
n,is gettin ready to head out to my group!
n,"Had a ridiculous time in Holland with his boys *PROPNAME* and *PROPNAME*. Now he needs some shoes, some finances and a hike up the highest mountain in Poland."
n,is pole dancing on Saturday morning...LoL :)
n,omg.... peopleofwalmart.com
n,"""I said he's a fairy I do suppose//flyin thru the air in pantyhose//he may be very sexy or even cute//but he looks like a sucka in a blue and red suit//I said you need a man who's got finesse//& his whole name across his chest//he may be able to fly all thru the night//but can he rock a party til the early light//he can't satisfy you with his little worm//but I can bust you out w my Super sperm!!"" Rapper's Delight on Superman"
n,got his permit.
n,"Thank you, *PROPNAME*, for still being on the ballot so that stupid people could vote for you."
n,is gettin ready for Reggae!
n,i'm going to one up toni: there aren't words for how good Avatar is.  suck on that kenny :)
n,"""*PROPNAME*"" and ""*PROPNAME*"" are my two middle names. Everyone calm down now..."
n,New Woody Allen is genius
n,"Whoa, an A in 11 AP English... well, I'm content now."
n,Spit it so hard it oughta be a crime.
n,"it will be hot for the next few days, but it looks like we should be getting a denser cloud of percipitation coming over san diego soon which should help cool things down a few degrees. but don't hold me to it i'm not an actually meterologist so my interpertation of the satalite imagery might be off a little."
n,"Research meeting, french, and then work 3:30 to close, alone with Becky. :("
n,today feels like forever!!!
n,officially hates interpreting poetry.
n,Why are people from NeW Jersey so proud of being from New Jersey?
n,plodchetata:)
n,Snow predicted when I go home!!  I cant wait!
n,"work till seven, then something with the fiance... :)"
n,"Going to have my emmissions tested, want to just get that out of the way and today seems like a good day for it!  Also running other errands..."
n,enjoyed doing Thriller on stage at the Oktoberfest
n,is a Fool but also a Dreamer
n,My foot is killing me but what a nice ride!!!!!
n,"had a great weekend with *PROPNAME*... dancing, sightseeing, and most, importantly, just being together. :)"
n,~ grr... school sucks.
n,"Buckyballs, I want my 6 hours back. >.>"
n,I hate you lab write-ups.
n,"Bored...gonna go watch Thundercats on 50"". Exciting evening, eh?"
n,is thus far unimpressed with the commercials.
n,"ok so it appears that people couldn't even comment on my poll:) so here it is again --- seems like everyone wants to write on my wall:) and i have been getting complains,.... so here is a poll: Do u want to write on my wall? Yes//No.. :"
n,had funn at 6 flags! =]]
n,"*PROPNAME* and *PROPNAME*'s wedding went great! I'm so happy for them!!!   Wish I had my sd card earlier so I could have taken more pics...  Now, in Richmond and back to the real world... missin' my darlin'..."
n,"Cleveland celebrating birthdays with the King, New Years in the 'burg, cruisin' the Caribbean....gonna be a nice little weekend!"
n,"""Please tell me you don't actually own a cloak"", ""I Own SEVERAL!"""
n,safe and sound in Japan! :)
n,got sick of the crap £5 haircuts so upgraded to the £22 haircut today.still crap.
n,Not doing too well in the coordination department today. I ran the motorbike up some stair this morning and almost ate it just now (yet again on some stairs)
n,Avatar is my new favorite movie of all time!! So awesome! ? Neytiri...seriously the prettiest alien ever
n,Going to the premier of Harry Potter with me awesome cousins in the city!  Yay!  sry daniel.....
n,snipers get more head
n,"coffee, memo-writing//editing, and grey's//private practice..."
n,"3rd interview: Columbia, 24-27 Feb"
n,is celebrating her 90th day with dieting and work whahooo! not.
n,is watching Iron Jawed Angels.
n,Hello Taipei
n,is going to start using disposable cameras again- she agrees with stephanie that the anticipation of not knowing what will show up is very missed
n,*PROPNAME* is hilarious.
n,football and basketball at center court?
n,is 65 degrees 87 percent humidity warm enough to go out tonight in shorts hmm
n,no
n,"B-but... impossible... the Lions can't WIN, can they?"
n,so good to be home!  Planning to get a few things accomplished today and then going to see my love after he gets off work!
n,"needs a love song that speaks of boots that take your breath away, or the sadness inside you feel when a beautiful piece of clothing costs more than a teeth cleaning. No more of this stuff about wishing a guy//girl would love you. How about wishing you had a place to wear a $3,000 gown? Could afford a $3,000 gown? :)"
n,"we take life, we make life and now we must feast for the ones we love"
n,"Ok...broken snow shovel, and the plow bastard we called is 2 hours late.  Don't mind too much that I'm missing work, but I DO mind that I have no food in the house and wanted to go BUY SOME FUCKING FOOD!  That plow motherfucker will be getting my SPACEBOOT up his PLOWTASTIC ASS!  As long as I don't pass out from starvation first, hmph."
n,"Encore un autre incident dans le hockey qui salit laréputation, j'pense que je vais commencer à m'intéresser au hockey olympique à la place étant donné qu'il a plus de respect dans le hockey professionnel"
n,Doesn't like her schedule changing so often.
n,"wasn't disuaded post-media blitz. Still thinks taxes are an appropriation of wealth, mandates are backed implicitly with a gun and ""freedom from want"" is a condition better reserved for animals and small children."
n,happy all hallows' eve kids :)
n,Can't be arsed...
n,Je deteste le francais.
n,La Novia de Chucky...lol
n,"28 U.S.C. §76: No Excuses, Play Like a Champion."
n,finished my final. no more developmental psychology =]]
n,"oh yes its ladies night, and the feelins right! oh yes its ladies night, oh what a night..."
n,Giraffe
n,"""I find it absolutely appalling that anyone could believe that political affiliation would be used to determine who receives medical treatment. That's what race and socioeconomic standing are for."""
n,så jan thomas!!! hahhahaha
n,jeg mener at jeg har H1N1 i lungene
n,FML!!
n,"MUST WORK, but the facebook demands my time!"
n,3!!!
n,wants to play beatles rock band or wii resort but can't because keith is watching footloose
n,"Did *PROPNAME* in 16:37, made money in Vegas, and just had his 3rd 10 hour plus day this week. Life is good"
n,loves the holidays... but loves them more with a *PROPNAME*.
n,is a new man
n,why do some peoples parents take everything out on their kids. it's so stupid and ugghh!!
n,"Those who died are justified, for wearing the badge, they're the chosen whites. You justify those that died by wearing the badge, they're the chosen whites"
n,"is going to be full of himself for no real reason for the next couple of hours. He also made really good chocolate chip cookies, from scratch by hand."
n,"My alarm clock & I had a fight. It wanted me to get up, I refused. Things escalated. Now I'm awake & it’s broken. Not sure who won the fight"
n,"Watching a bunch of movies. I'm starting with ""The Quiet Earth"""
n,work work work
n,"hehe 'What I'm Listening to' is kinda working on my wall, 2 bad its a lil slow at updating :P"
n,is in love. With *PROPNAME*.
n,I think i read that in a book somewhere.       Are you sure it was a book... are you sure it wasn't Nothing?            Oh ya.
n,so tired....................................it might snow tonight.
n,hauling stuff out and moving into nyu in several hours!!!!
n,im so fuckin pissed off
n,is celebrating with her...
n,"wants to know when she became a single 35-year-old lady. Tonight I visited a dating site and watched ""accidentally on purpose"" and felt for the characters. seriously?!"
n,http:////www.youtube.com//watch?v=Sib2L6A6xgw
n,"ohh, cleaning then reading for school... all the while just thinking about how much I can't wait to go home on Thursday!  Lots of time with my one and only, hunting, and all the fun and good people that go along with both!  Can Not Wait."
n,is warm and blood free...oh sweet sweet life! lol
n,Sometimes I realise how insignificant I am in the universe. Then I get over it.
n,Just updated my profile...Much has changed since college!
n,"The bike home for lunch is rather exhilarating when oversized truck make right turns from the left lane, without turn signals.  At least do it when the light is green maybe?"
n,"IM football, Southside...life is good"
n,arniuho :(
n,"research, psych quiz, homework, cog psych, and then *PROPNAME*'s for the night."
n,off to buy more coffee.
n,Guess how old I am in my profile photo
n,Yay! Left my flash drive inside a computer in a PACKED math lab yesterday. Called the office today and asked them to check and it was still there! Now I can go back to sleep; woke up early to call them before anyone found it. Zzzz
n,@ the gym
n,Baking in my room. TT
n,is in need of sleep and clean laundry
n,"studying for my french oral exam (hopefully my partner shows up), research, class til 7:30 and then *PROPNAME*'s house for the night."
n,I feel I must concede Defeat on this matter. *PROPNAME* is definately not Short.     (HONEST!)
n,"yay for an official snow day!! :) But still have that job interview as far as I know, so don't get to stay in the bed and watch tv all day.... :("
n,"""Every year is getting shorter, never seem to find the time... Plans that either come to naught or half a page of scribbled lines..."""
n,has come to the realization that I hate Architecture. Hate it. Integrations is the worst experience ever. I'll be happy passing with a C.
n,"For those of you who are just 6-7 hours away from 2010, Happy New Year//nuovo anno felice//nouvelle année heureuse etc., and for the rest of us, whether on the east or west coast, I hope it will be worth the wait :)"
n,"""Many of us spend our whole lives running from feeling with the mistaken belief that you cannot bear the pain. But you have already borne the pain. What you have not done is feel all you are beyond the pain.""   -*PROPNAME*"
n,is getting to old to party hop. Woo that was a lot of tequila.
n,"So, just about everyone on my friend list is highly upset that it's Monday; but I know that once I get through this ""9-6 in class + homework after that""  Monday, my week is nearly over... PLUS home on Thursday for fall break!!!!  It's going to be a great week, I can just feel it!"
n,got to sleep in like an hour only to wake up at 4. Black friday shopping with *PROPNAME*!!
n,only kinda sick-ish. yay!
n,"went to *PROPNAME*'s house (brother) for cedar-smoked walleye, yummy salad and potatoes, white wine and to see the International fireworks competition display-- tonight was a great presentation by China. :)"
n,"is not drunk, just posessed by a highly retarded ghost."
n,In Berkeley hit me up to hang out :)
n,gettin stuff done! :-)
n,"The connecting flight was delayed yet again by a couple of hours in China, but I will go to bed and sleep for as long as it takes to recover!!"
n,Desperately seeking room slash room mate. Can anyone help me out with any leads?
n,Happy New Years!
n,http:////www.cracked.com//blog//how-to-write-erotic-fiction//
n,Its a good night for fishing.
n,"Under the cover of shameful darkness, my now former sister became a fan of Michigan football.  Because you did not go there, or any of our family for that matter...that makes you, my former sibling, a WALMART WOLVERINE...yes I went there!  We will see where your loyalties lie when you need a kidney or a piece of my liver...GO NITTANY LIONS!!"
n,"""those left standing will make millions writing books on the way it should have been"""
n,"I would give my left ear to be able to watch the big ten network I ordered, thanks for ruinung my game day comcast..."
n,chem and then im done with classes for the day
n,Jealousy is the tribute mediocrity pays to genius.
n,tryin to figure out what to do w. a plane ticket to NYC the 24th w. no one to hang out with. FML!
n,is at an interesting stage in his life...
n,got Brutal Legend.
n,"misses having hobbies.  Geez, law school, suck the life out of me, why don't you?"
n,is waiting....
n,*PROPNAME* made it up to me today... after I waited for her for a half hour past our appointment time. Sheesh. But *PROPNAME* was awesome enough to let me have some hot chocolate :)
n,"If cavemen and astronauts got into a fight, who would win?"
n,Sorry people that i posted those quizzes ystrday. I shouldnt have done that. they were stupid anyways.
n,Happy new year :D
n,bored and watching the hockey game.
n,I love how much fun you can have with non newtonian fluids :D
n,"saw the magnetic fields last night...the show was like ""icecream and orgasms""."
n,I did the Macarena with a pickle at the dinner table because the voices told me to.
n,is writing a Psychology essay.
n,"I thought the Kindle was a stupid idea, but the iPad...wow, this is the future of personal computing, a segue into Minority Report-like ""surface computing"". Way to stay ahead of the curve, Apple."
n,Le principe le plus profond de nature humaine est le désir ardent à être apprécié... Le besoin flambant pour un sentiment d'importance.
n,stress-free... finally
n,battalion level smoke session at 2130
n,RUDY IS COMING AGAIN!!!
n,Fear My Mighty Pigeon Army!!!!
n,going to your cousin's wedding?  awesome.  going to legend's bar afterwards?  not.
n,is so excited to start a summer book club!!
n,There's a flying hooker watching you hug! Go away hooker...
n,Carlos had a Lita-rrific night at Moustrap last night
n,"killed tonight!  as soon as the powers that be crack open the door, *PROPNAME* is busting through that mofo!  Thanks for the support.  See you all at the Downtown Comedy Club Friday and Saturday."
n,confused...i should really stop trying to think on Thursdays...
n,Sleeping children fear not for the Sun brings a new day
n,can't believe that her son walked up to the Christmas tree stating 'J'. I was a little confused until he took a candy cane off the tree and proceeded to turn it upside down :-D
n,wishes he were in new york tonight.
n,"put in work again last night at the Pig N Whistle. Thakns to those who came.  Next week, he should be hosting."
n,"*PROPNAME* and I went to Blockbuster to get a couple movies... we both said we'd been wanting to see Four Christmases, so we got it... turns out we watched it together last year. haha...  A tradition in the making?  Teriyaki Pork Sirloin and stir fry for dinner... love having him here <3"
n,playitaaaa...!!! video week
n,Lesson planning sucks. . .so I'm procrastinating.
n,Don't forget to sign up for the Ultimate Club!!!!
n,"doing freaking laundry, in and out of the apt."
n,is at jury duty ugh
n,"I have no excuses, least of all for God.  Like all tyrants, he is not worthy of the spit you would waste on negotiations.  The deal we have is infinitely simpler--i don't call him to account, and he extends me the same courtesy..."
n,Once agaian getting ready to take *PROPNAME* to the doctor.
n,Everything is fine until it isn’t. And then you deal with it.
n,Dobré ráno
n,Once uppon a nightmare. :D
n,wants a Droid but has to wait almost a year for the new every two to kick in.
n,going out to dinner :)
n,is stressed OUT.
n,is going to spend some time with her...
n,"is looking at old photos...and is kinda glad she takes them off facebook every so often, so that she has them all to herself, and it helps her make sure she keeps moving forward  ;)"
n,I want this shit forever man.
n,goin' out tonight!  XD
n,"tired. eyes are burning but my soul keeps yearning, for more than just a whispered good night."
n,"is sleepy, excited, and wondering..."
n,"just cut *PROPNAME* trying to give her a little trim... :(  I'm taking it worse than she is... poor baby...  Now *PROPNAME* and I are going to grab us a bite to eat, then I'm trapping him in my apartment cuz he's not allowed to leave tomorrow."
n,"stupid laptop making ""whir"" sounds.  maybe hitting will make it better?  *laptop dies*  ....damn...."
n,just got back from the reel rock film show and officially views *PROPNAME* as the biggest badass EVER
n,no longer the dish washing bitch
n,found my Tag paperwork in the man den...Hopefully I get my tags by 2.1 if I apply now online...
n,"It's a Wonderful day, for PIE!"
n,"is tired, and off to bed"
n,"yesssss, josh groban has a solo in the new ""we are the world recording""....."
n,is learning... constantly
n,says hi.
n,has a crush on the Green Lantern.
n,Hay veces en las que simplemente quisiera olvidarme de todo y refugiarme en la profundidad de mi mente...
n,They say loving you gives pains and full of sacrifices But I'll rather take pains and lots of sacrifices than not to be love by you.
n,has tea!!!!!
n,wants a Neon Cactus.
n,"loved 9! Allegory, symbolism, talking ragdolls, satire, and explosions! Yes!"
n,"had a great night out with friends, ate awesome food, and watched stand up comedians on youtube.  fun...and now i'm tired.  g'night everybody."
n,"To the dickwads who sat in the table next to me: Yeah, insulting me in Korean behind my back thinking that I wouldn't understand...  Go back into the recess of the fucking cess pool you fucking crawled out of, you dumb fucks!  Love, *PROPNAME*"
n,hates writer's block.
n,boogabooogaboggaaa!
n,Only theater in the area is in Chicago....
n,height and weight test under bravo
n,gonna go try bikram yoga for the first time! this should be interesting!
n,"Earlier tonight, I found a picture of Waldo in jail. I didn't think much of it until I realized he was probably a wanted fugitive and that's why he is always hiding"
n,Dear *PROPNAME* tonight! good thinking *PROPNAME* !
n,"His destructive programming is taking effect. He will be irresistibly drawn to large cities, where he will back up sewers, reverse street signs, and steal everyone's left shoe."
n,"is thinking, what's not to love about a city that hosts a festival called, ""Pig Out in the Park"""
n,Last day in Ko Chang : (  but teaching starts Monday : )
n,has bought stripey Toe socks.
n,18 more. another one down
n,math...
n,Need a topic for my second UC prompt. Describe me in one word. GO!
n,is wondering why her attention span is so pitiful... must... pay... attention...
n,wonders why no one ever followed up on *PROPNAME*'s pledge to eat the CRA.
n,is going back to Tennessee.
n,"doing nerdy stuff in my room...reading Gentry magazine, organizing//cleaning things...TGISaturday ?"
n,Woo!
n,Merry Christams to all my friends on facebook :)
n,finished Fooled by Randomness... it's an excellent book that I would recommend to anyone.  I'm now 80 pages into Chaos by *PROPNAME* and am enjoying it.  Go reading!
n,having fun in the am.  i also have a midterm on physics in the next 7 hours.  good night peoples and wish me luck!
n,Hope i dont have too much h//w to make up tomorrow...that is if i can go back tomorrow. grrrrrr. i hate being sick!
n,"awesome party. and yes, it exceeded my expectations.  ;D"
n,yeah buddy! cowboys!
n,"money, teeth cleaning, g-ma's, bus, top secret errand, target, rodarte dress for $40(!!!), some warm and comfy- themed xmas shopping, spending time with mom, coffee, sephora.com, the office, stepping outside and forgetting how cold it gets without proper coverage- productive and selfindulgent bliss. not a bad day off."
n,the weather needs to not be like this...boooo
n,"I don’t wanna bike or fishing pole, I just wanna submarine. I’m gonna keep it in a swimming pool, Gonna keep it nice and clean. I don’t want a fucking pogo stick, I just wanna submarine. Fucking pedal car can suck my dick, Where’s my fucking submarine?"
n,is seventeen in three days!
n,Pas de mauvaise nouvelle pour l'instant! Je présume donc que c'est une bonne chose!
n,likes that it really rained last night :)
n,"TALLER TRIPARTITO PRENDAS NUEVAS A LA VENTA.... vestidos, camisas y pantalones! ABIERTO DE 11am - 8pm LUNES - SABADO!"
n,Trying to weigh a degu is not easy!
n,"Restlessness is dicontent, and discontent is the first neccesity of progress"
n,"Sick of this nihilistic depression shit--fine, life may be meaningless, I may be right about all the other disturbingly bleak shit I've been thinking...but I'm not a self-killer so I'm stuck here--might as well pull it together and live this crazy life I've got anyway, eh?  Some change is in the works (just in time for the New Year, ironically)."
n,I'm almost ready to submit.
n,*PROPNAME*
n,is seeing *PROPNAME* this weekend. :)  We're going to the Shedd Aquarium and doing other fun stuffs. <3
n,"running the course, then to the weight room"
n,BEACH BALL TONIGHT!!!!!!!   XD
n,"~ CDC latest report: Autism effects 1 in 110 children born each day. 1 in 70 boys. Put this in your status for 1 HOUR if you know someone with AUTISM. Let our children's voices be heard. Here's to 2010 increasing awareness, research and proactively finding answers."
n,people get ready.  there's a change a-coming.
n,is actually going to see someone besides my mother on my day off. No offense mom. U r fabulous but im turning into a 13-year-old not-out-of-the-closet-yet gay man by the amount of time i spend with you.
n,"""history must concede that he was in the exceptional position of a self infatuated man who happened to be right"" --- the entertaining things i find while researching"
n,"i bought it today, but i haven't opened it yet.  actually, i probably won't get to it for another few days since i'll be so busy with moving and setting up everything else."
n,OH HELL YEAH 205.6lbs!!!!! 5lbs et j'ai atteint mon objectif!!!!
n,and the moment has come.  bottom of the 9th.  who wants to be a hero??
n,is a baller.
n,"is on a mission in the gym.  My body is changing daily, and I feel and think better then I have in a while.  Exercise: the only healthy drug!"
n,has renamed his iPod: *PROPNAME*
n,"Congratulations All-hallowians, I enjoyed a wonderful concert!"
n,thinks she needs to stop leaving so many pictures half-done before getting new ideas.
n,People demand freedom of speech to make up  for the freedom of thought which they avoid
n,"wonders if indeed *PROPNAME* has ""Gone Rogue"" that means it's hunting season?  Figurative sense, figurative sense!"
n,"""She checkin out my dougie like she's patty mayonnaise"" ..... Really? People get paid to come up with this shit?  Second guessing my career path... shoulda been a rapper.  I could totally pull off a ""grill"""
n,"is preparing for the move, settlement tuesday."
n,Success is not the result of spontaneous combustion. You must set yourself on fire.
n,Back in Stockholm!
n,"Whoa... way too sleepy, way too early... Cookies and hot chocolate time.... :)"
n,loves the gorilla face!
n,"Can't sleep--landmines in my mind.  Awake since 6 AM, ugh..."
n,"messed up an assignment for one class already in the early college season.  FML!!!!!!  stupid hw...  -_-"""
n,"I have 1.6Kg of explosives for Nov 5 (The UK equiv of 4th July for the Americans), Hopefully with any luck this thing will make the night time look like daytime with the bang :D"
n,"Yeah, about that hot water...."
n,la la la la!
n,Lindsay is back all you freshman bitches!
n,"Brrrrrrrrrrrrrrrr, cold day! Where are those 40+ degree temps we're supposed to be getting?!?!?!"
n,I fell on the way to my car this morning...I hope that is not the predictor of a bad day!
n,sad to leave San Jose -(
n,insomnia a man's best freind.
n,"ELCOME TO THE UNITED STATES OF AMERICA Press 1 for English. Press 2 to disconnect until you learn to speak English. And remember only two defining forces have ever offered to die for you, JESUS CHRIST. And the AMERICAN SOLIDER. One died for your soul, the other for your freedom. If you agree... copy and paste in your status"
n,enjoyed himself at Wild Wednesdays.  Big ups to Martini and *PROPNAME*.  Let's hope they invite me back.
n,"Last night I dreamt that I was a real housewife of ATL, and NeNe was trying to start some drama with me! I was ready to fight her! Then I woke up..."
n,why the hell am i still awake
n,"[The ""liberal media""] love to be denounced from the right, and the right loves to denounce them, because that makes them look like courageous defenders of freedom and independence while, in fact, they are imposing all of the presuppositions of the propaganda system.-Chomsky"
n,"Hey what's your favorite planet? Mine's the sun, cause it's like the king of all the planets."
n,is thankful; only Justice Scalia's wit could make CIv Pro bearable reading at this hour.
n,"What's black and green and red all over?  Me after the GWAR show, YEAH! XD  Time for the sleep of a lifetime now, though...damn."
n,ugh...monday
n,"would like to meet the man who thought that 8am was an acceptable time to start a meeting on Saturday.  (By meet, I mean shank)."
n,i want to carve a pumpkin!
n,false alarm. still invincible.
n,NY is the BEST!
n,wants curl up in a ball a lock myself in a closet bc i get the feeling that i will have to repeat english 3 and religion 3 next year
n,"is drawing instead of homeworking. :| This is fun, but not good."
n,wants to go to 2nd saturday right now!!!
n,"Some people walk in the rain, others just get wet"
n,so tired after The Great Urban Race with Stella. She is a rock solid awesome teammate. Now off to D&B to celebrate the big 24 with *PROPNAME*! Yay busy and fun weekends!
n,finished ruck run
n,"I can picture in my mind a world without war, a world without hate. And I can picture us attacking that world, because they'd never expect it"
n,necesito TODOS los negativos POSIBLES de fotos... si tienen plzzzz démenlos!!
n,How long of an extension cord would I need to keep my phone plugged in at home and go to *PROPNAME*?
n,probably the busiest I have ever been in my life
n,"Just made a spiced haddock on trimmed green bean and coconut rice with a coconut, chilli sauce... mmm"
n,I want *PROPNAME* the Antelope.
n,"""If at first you don't succeed, find out if the loser gets anything.""    -*PROPNAME*"
n,"bought ""Season 1"" of the old Thundercats cartoon; watching the shit out of this old nostalgic favorite right now. On an unrelated note, I have TONS of homework. Looks like a good combination."
n,"so exhausted today, i don't want it to rain. blehhhh"
n,Wowza running tomorrow morning supa early
n,Why did they discontinue naptime after kindergarten?!?! I need a nap!
n,"Hang on a minute, i have to put my phone in my cheese so i can get out my keys to open this door..."
n,"stomach versus intestines, round 674."
n,Mmm... Damn new fucking children only watching blonde people fuck.
n,"is wondering how many people know that the United States' Independence Day is actually the day that they published the Declaration of Independence, not the day they signed it into law."
n,Black
n,cognitive psych test and then alex's for the night
n,is sleepy and doesn't want to pack
n,Why is it impossible to sit in the tub with the shower on and not feel emo?
n,"I can really see this Dislike button being abused for very ironic purposes... (Now, joy, I get to read Jane Eyre)"
n,"had it all set up for the weekend.  now it's all ruined.  hopefully, a trip to the met, visit to a spa, and quality time in li will smooth out the wrinkles in this disatrous turn of events.  meh..."
n,"I'm a victim of my own insides. There was a time when I wanted to know everything...It used to make me very unhappy, all that feeling. I just didn't know what to do with it. But now I've learned to make that feeling work for me. I'm full of emotion and I "
n,mmmm. . . cannibalism day in my dead ppl class :)
n,"FREEEDDDOOMMM!! Well, that is for now..."
n,Anyone else in International Law next semester?
n,Err:509
