label,body_text
y,"Seriously I dont know how male dominated Apple is but ""pad"" has a whole different connotation for us ladies"
y,LOVED Transformers! So cool!!
y,Success is often achieved by those who don't know that failure is inevitable.
y,"received early acceptance to Michigan Tech in Civil Engineering!!!!!!!!!!!!  Now its time for my peace corps application! Get ready world, 'cause here I come!"
y,"Mom woke me up today at noon; I was a little peeved. Stayed in bed for about ten minutes and went: Oh shit, it's Christmas isn't it. Completely forgot."
y,made her first attempt at cooking bok choy...not sure there will ever be a second.
y,Trying to find schools for my C-level paper....
y,ONLY 2 MORE YEARS TILL THE WORLD ENDS! I'M STOKED
y,"Watched AVATAR and it was  :  1. A sort anti-pollution, green peace statement 2. A light heart warming love story 3. AND WHAT NOT TO DO DO WHEN WE ACTUAL INVADE OTHER PLANETS :D"
y,Fear and panic in the air
y,is sick =(
y,SATURDAY!!! :D
y,"good morning starshine, the earth says hello.....=p"
y,still feeling it
y,is transferring again.
y,Let's go State!
y,will soon fall into ETS's GRE trap ~
y,had a busy day. Time for a nap before possibly carving pumpkins this evening:)
y,Had an incredible night...from now on if ur looking for me on a tuesday night I will be at the derbs : )
y,damnit ducks!!! WIN SOMETHING!!!
y,"Homemade peach pie is done, now off to the pool!"
y,practicing patient assessment on my mom's daycare kids is more difficult than i thought. haha
y,"Reading ""A Clockwork Orange"", and then on to ""Slaughter-House five""...probably"
y,"Had a ridiculous time in Holland with his boys *PROPNAME* and *PROPNAME*. Now he needs some shoes, some finances and a hike up the highest mountain in Poland."
y,is pole dancing on Saturday morning...LoL :)
y,omg.... peopleofwalmart.com
y,home in the heights!
y,had the biggest week in my company's history and its only Tuesday! yay! www.cdmpropertypreservation.com
y,is gettin ready for Reggae!
y,"""*PROPNAME*"" and ""*PROPNAME*"" are my two middle names. Everyone calm down now..."
y,New Woody Allen is genius
y,"Whoa, an A in 11 AP English... well, I'm content now."
y,I <3 MY LIFE.
y,canteen grill then lazy dog cafe then maybe ucla? idk see you tonight bradley!!! :]]
y,is BACK! AND BETTER THAN EVER!!!! A little wiser a lot stronger and much happier with a NEW ATTITUDE! :-)
y,"Research meeting, french, and then work 3:30 to close, alone with Becky. :("
y,today feels like forever!!!
y,officially hates interpreting poetry.
y,Why are people from NeW Jersey so proud of being from New Jersey?
y,plodchetata:)
y,Snow predicted when I go home!!  I cant wait!
y,"Going to have my emmissions tested, want to just get that out of the way and today seems like a good day for it!  Also running other errands..."
y,is a Fool but also a Dreamer
y,~ grr... school sucks.
y,then second - can i make things worse than it already is?
y,going to the AFI rise against show tonight.  I have 2 extra tickets call me if you wanna buy them 714 612 0723.
y,*PROPNAME* was not as cool as I thought he would be.
y,"Bored...gonna go watch Thundercats on 50"". Exciting evening, eh?"
y,Had a great birthday dinner at Carraba's with family :-)
y,someone at last
y,"ok so it appears that people couldn't even comment on my poll:) so here it is again --- seems like everyone wants to write on my wall:) and i have been getting complains,.... so here is a poll: Do u want to write on my wall? Yes//No.. :"
y,had funn at 6 flags! =]]
y,c'mon! couldnt there be a LITTLE SURF on my one day off!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
y,"An awakening? Lord awaken the sleeper. Let our eyes burst open to the rising light of Your Spirit. Let Your mercy wash us and let Your holiness mold us into the image of Your Son. Break us with fire and build us from the ashes. Come to life you dry, old b"
y,"Good god, vacation can't get here soon enough. Here I come sun, sand, fresh seafood, and pleasure reading!"
y,"is glad that it's summertime, and the living is easy. One of these mornings, she'll rise up singing."
y,is wishing I didn't have to proctor an exam at 7:30 am on Monday...I hate mornings.
y,"Cleveland celebrating birthdays with the King, New Years in the 'burg, cruisin' the Caribbean....gonna be a nice little weekend!"
y,safe and sound in Japan! :)
y,danced on the grass while musicians on the roof serenaded the night.
y,Avatar is my new favorite movie of all time!! So awesome! ? Neytiri...seriously the prettiest alien ever
y,I've got yellow fever! :p
y,is celebrating her 90th day with dieting and work whahooo! not.
y,would love to have something that even remotely resembles a reasonable sleep schedule.
y,wats better than a cookie?... a GIANT cookie loool mmm yum :)
y,is going to start using disposable cameras again- she agrees with stephanie that the anticipation of not knowing what will show up is very missed
y,there were some scary people today... *whispers (opposite sex day)*
y,is H1N1 :-(
y,*PROPNAME* is hilarious.
y,is 65 degrees 87 percent humidity warm enough to go out tonight in shorts hmm
y,no
y,girls sitting next to me at the coffee shop are discussing STD's loudly...wonderful.
y,"B-but... impossible... the Lions can't WIN, can they?"
y,"needs a love song that speaks of boots that take your breath away, or the sadness inside you feel when a beautiful piece of clothing costs more than a teeth cleaning. No more of this stuff about wishing a guy//girl would love you. How about wishing you had a place to wear a $3,000 gown? Could afford a $3,000 gown? :)"
y,really wants to learn some form of self-defence (or better yet offence :oP). Checking the *PROPNAME* website for classes...
y,Anyone know a good place for me to kennel my dog for thanksgiving// willing to dogsit?
y,What kind of school doesn't have free printing for studetns and libraries that close at five?
y,prefers swimming in Lake Tahoe to staring at it on her computer desktop :)
y,"nd u know, i met a frend of mine who is presently workin for ZYNGA - yes, the same ZYNGA who made MAFIA WARS...."
y,Doesn't like her schedule changing so often.
y,"wasn't disuaded post-media blitz. Still thinks taxes are an appropriation of wealth, mandates are backed implicitly with a gun and ""freedom from want"" is a condition better reserved for animals and small children."
y,is proud to admit she is a 35 year old mom who LOVES Eminem.
y,Mmm. Nothing like tea and Galetti to transport me back to early morning breakfasts in Florence.
y,Je deteste le francais.
y,Cant a man enjoy his Nobel Peace Prize for a day?  Just for a DAY!?
y,"I have to run, run to the moment that set me free. I need to know why I hear the sound... the sound of my dream -"
y,finished my final. no more developmental psychology =]]
y,"""No demanding without understanding"" --*PROPNAME*"
y,så jan thomas!!! hahhahaha
y,jeg mener at jeg har H1N1 i lungene
y,Congratulations *PROPNAME* on your new baby!
y,FML!!
y,is affraid of not getting married before she turns 35.
y,"is saying Lord take my hand, cover me and take me beyond what I understand."
y,hahhhahaha
y,2 months!!
y,"Did *PROPNAME* in 16:37, made money in Vegas, and just had his 3rd 10 hour plus day this week. Life is good"
y,is a new man
y,"is off to the gym again. I tried and can't think of a valid reason not to go, plus my legs aren't sore are at all from yesterday. I will will thank myself for this later:)"
y,why do some peoples parents take everything out on their kids. it's so stupid and ugghh!!
y,white
y,"My alarm clock & I had a fight. It wanted me to get up, I refused. Things escalated. Now I'm awake & it’s broken. Not sure who won the fight"
y,"Watching a bunch of movies. I'm starting with ""The Quiet Earth"""
y,"is being conformed to the image of Christ. Do you want to be like Jesus? Then you must learn something...you must learn how to love someone who does not meet the conditions. It's not easy, but it's not impossible."
y,work work work
y,4boys+2girls+VEGAS=Wild and fun weekend!!!! :D
y,is in love. With *PROPNAME*.
y,Last day of school until the New Year!! (3 days!)
y,results are out early! can't look :oS
y,"wants to know when she became a single 35-year-old lady. Tonight I visited a dating site and watched ""accidentally on purpose"" and felt for the characters. seriously?!"
y,Just updated my profile...Much has changed since college!
y,"IM football, Southside...life is good"
y,is super excited about the first day of dance practice!
y,arniuho :(
y,"research, psych quiz, homework, cog psych, and then *PROPNAME*'s for the night."
y,off to buy more coffee.
y,Guess how old I am in my profile photo
y,Thanku sooooo much everyone for my birthday comments - im very happy :) xxxx
y,is in need of sleep and clean laundry
y,"studying for my french oral exam (hopefully my partner shows up), research, class til 7:30 and then *PROPNAME*'s house for the night."
y,is quickly learning that when making a French dish to be prepared to pour whole bottles of wine into the sauce lol
y,From All of Us to All of You a Very Merry Christmas :) !!!!
y,is pumped to see harry potter with chaz...you are the best bf ever!
y,"""Every year is getting shorter, never seem to find the time... Plans that either come to naught or half a page of scribbled lines..."""
y,"""...For you, my child, shall be called the prophet of the Most High for you will go before the Lord to prepare his wayto give his people knowledge of salvation..."""
y,only kinda sick-ish. yay!
y,"went to *PROPNAME*'s house (brother) for cedar-smoked walleye, yummy salad and potatoes, white wine and to see the International fireworks competition display-- tonight was a great presentation by China. :)"
y,is probably more territorial over her beer than her boy.
y,In Berkeley hit me up to hang out :)
y,"finally graudated, despite the weather. Thank you, Jesus. And thank you all for your love and support and thanks to my love who came out to celebrate with me last night!"
y,gettin stuff done! :-)
y,"The connecting flight was delayed yet again by a couple of hours in China, but I will go to bed and sleep for as long as it takes to recover!!"
y,Desperately seeking room slash room mate. Can anyone help me out with any leads?
y,interview at ECU
y,A bit mean...but damn funny Sarchasm : The gulf between the author of  sarcastic wit and the person who doesn't get it.
y,is watching a movie:)
y,Its a good night for fishing.
y,"Under the cover of shameful darkness, my now former sister became a fan of Michigan football.  Because you did not go there, or any of our family for that matter...that makes you, my former sibling, a WALMART WOLVERINE...yes I went there!  We will see where your loyalties lie when you need a kidney or a piece of my liver...GO NITTANY LIONS!!"
y,is drinking tea and Emergen-C like it's nobody's business.  I refuse to be sick any longer!!
y,"I would give my left ear to be able to watch the big ten network I ordered, thanks for ruinung my game day comcast..."
y,chem and then im done with classes for the day
y,abburido...
y,Jealousy is the tribute mediocrity pays to genius.
y,tryin to figure out what to do w. a plane ticket to NYC the 24th w. no one to hang out with. FML!
y,Finally Internet at HOME :D
y,I'm a facebook noob...
y,"owned her bio test, now off to read *PROPNAME* in a tree somewhere."
y,is waiting....
y,Merry Christmas everyone!
y,"shall live in the sunshine, swim the sea, and drink the wild air's salubrity."
y,best surf in a while. cant stop smiling. whos going tomorrow?
y,doesn't know what to do now...
y,"Now that *PROPNAME* has returned to New York, I am finally working on completing my philosophy of Jewish education paper.  It is pleasant to do school work after two weeks of rest, relaxation, and fun.  :-)"
y,...hopes that Canada sends some help to Port-Au-Prince Haiti today
y,"saw the magnetic fields last night...the show was like ""icecream and orgasms""."
y,I did the Macarena with a pickle at the dinner table because the voices told me to.
y,was disturbed to come to the realization that the Dao is the Game. Life is cruel.
y,"is going on a deposition, my first real one with OCB!"
y,is writing a Psychology essay.
y,"I thought the Kindle was a stupid idea, but the iPad...wow, this is the future of personal computing, a segue into Minority Report-like ""surface computing"". Way to stay ahead of the curve, Apple."
y,Haha! You can't say im a bored person all the time..... i had a great weekend!
y,stress-free... finally
y,hopes it will snow in Concord again this week. That was the highlight of the day for sure!
y,battalion level smoke session at 2130
y,RUDY IS COMING AGAIN!!!
y,"just thought that you would know you're a god, and she is not."
y,forgot how much she missed House until she saw the premiere. Love it.
y,is so excited to start a summer book club!!
y,Carlos had a Lita-rrific night at Moustrap last night
y,is back in the US.
y,Headache
y,"Hallelujah! Hallelujah! Holy! Holy! Are you Lord God almighty! Worthy is the Lamb, worthy is the Lamb that was slain! Unto you be all glory and honor and praise! May my life bring glory to your name :)"
y,"Halfway done with med school and off to the Outer Banks for two weeks. Limited access to phone and e-mail, but will check when I can! CONGRATS classmates!"
y,This will probably take a good long while to get used to :) I think I'm still in shock. Haha. I have a fiance. Wow. And not just any fiance; I am pursuing the pearl of great value :D
y,is very happy - for myself n for charlotte woop :D  p.s. cheers for the car lol :P
y,confused...i should really stop trying to think on Thursdays...
y,One is apt to overestimate beauty when it is rare ~ *PROPNAME*
y,wants to do something so damnit that's what i'll do!.............busy doing something now.................
y,"Damn, those Eagles looked sharp today. Too bad the Red Sox couldn't do the same."
y,"is ready to beat bronchitic asthma's ass with ginger, honey and garlic ;)"
y,Sleeping children fear not for the Sun brings a new day
y,can't believe that her son walked up to the Christmas tree stating 'J'. I was a little confused until he took a candy cane off the tree and proceeded to turn it upside down :-D
y,homework and babysitting all day...brought the wii to entertain my two favorite twins!!!
y,chicka boom boom
y,playitaaaa...!!! video week
y,is excited to pop chuckies natives cherry!
y,is at jury duty ugh
y,Anyone interested in training for the Cville 10 miler with me?
y,I am getting less and less sleep due to midterms.  :-(
y,IS AT *PROPNAME*'S. *PROPNAME* TO BE EXACT.
y,Everything is fine until it isn’t. And then you deal with it.
y,enjoyed her Wednesday night.
y,Dobré ráno
y,going out to dinner :)
y,is stressed OUT.
y,"is looking at old photos...and is kinda glad she takes them off facebook every so often, so that she has them all to herself, and it helps her make sure she keeps moving forward  ;)"
y,finally...the inspection is over and the house looks awesome!
y,is ready to kick some bacteria butt!
y,"is sleepy, excited, and wondering..."
y,is still on Seattle time.
y,"is tired, hungry, and stressed."
y,"The Monastery of Our Lady of the Holy Spirit in Conyers, Georgia was so beautiful. There is nothing like waking up at 4 o'clock for vigils, a morning prayer prayed in the Liturgy of the Hours. Then have lauds mixed with Mass...beautiful!"
y,is looking forward to Homecoming weekend.  :)
y,just got back from the reel rock film show and officially views *PROPNAME* as the biggest badass EVER
y,Motivation = Zero
y,hungers and thirsts for righteousness.
y,no longer the dish washing bitch
y,Well done!! everyones done soo well so far n talk about energy :D - just 1 show left
y,found my Tag paperwork in the man den...Hopefully I get my tags by 2.1 if I apply now online...
y,i want to go to the bar tonight...is that too much to ask?
y,thinks it might be time for a nap:)
y,Are thoughts and substance interchangable? Can we redirect our thoughts to substantiate anything that would be comparable to our physical surroundings and experiences ?
y,"yesssss, josh groban has a solo in the new ""we are the world recording""....."
y,"Community Health Promotion exam tomorrow...bed soon, then I can start thinking about it being almost the holidays :o)"
y,canteen then lazy dog then samba universal!!! :] go! go! go! go!
y,"drunk MSU fans when I was biking home after the game: ""oh, band fag coming through"" I don't like to swear, but I had to bite my tongue to keep from either flicking them off or just simply saying ""FUCK YOU!"""
y,Hay veces en las que simplemente quisiera olvidarme de todo y refugiarme en la profundidad de mi mente...
y,finally drove out the dust ponies. They were becoming too domesticated and needed to be set free in their natural habitat.
y,"Working at home, wathcing the *PROPNAME* game, and watching the snow.  The words ""lazy Saturday"" come to mind."
y,is feeling >70% and can stop letting work get delayed. (= happiness)
y,"The Iliad: 59 pages in, and I finally finished the translator's introduction to the work. Progress!"
y,hates writer's block.
y,Only theater in the area is in Chicago....
y,"Only engineer to rewrite history without a pen// No RFID on my Mac, let the story begin....begin...begin"
y,height and weight test under bravo
y,Seems to be attracting incompetence today...
y,"Earlier tonight, I found a picture of Waldo in jail. I didn't think much of it until I realized he was probably a wanted fugitive and that's why he is always hiding"
y,Dear *PROPNAME* tonight! good thinking *PROPNAME* !
y,"is thinking, what's not to love about a city that hosts a festival called, ""Pig Out in the Park"""
y,math...
y,"keep the people of haiti and their families, in your thoughts.  DONATE IF YOU CAN!!"
y,"Can't wait for today to be over! then I'll have an application mailed, and be off to Texas!! :)"
y,wonders why no one ever followed up on *PROPNAME*'s pledge to eat the CRA.
y,...my kingdom for a back! lol *PROPNAME* is full of Olympians from every country…watched the Turkish team check in last night :o) Ethnic men are BEAUTIFUL!! :o)
y,I can't get my pictures to rotate properly - lol - but Happy Valentine's Day to all!  *PROPNAME* and I have been together since 2002 and were married in 2006 <3
y,is going back to Tennessee.
y,"doing nerdy stuff in my room...reading Gentry magazine, organizing//cleaning things...TGISaturday ?"
y,Woo!
y,Very Confused and Scared..
y,Mono is no fun :(
y,is nervous about getting cavities filled for the first time ever tomorrow:( The up side is that it probably isn't as bad as repair work from stepping on a shovel;) There I feel a bit better now!
y,wishes it was as warm out as the sunny blue sky with wispy clouds seems to indicate.
y,Had a dream last night that I defied the laws of the space-time continuum. Isn't that like the holy grail of dreams?
y,"My husband is out in the 18"" playing with the dog and the neighbors' kids.  Gotta love him."
y,"""Death and famine stalk the land like two great stalking things."" ~ *PROPNAME*"
y,REDRUM.
y,is sorry if she did not reply to text messages or phone calls. her iphone is dumb :( and had decided it doesn't want the touch screen to work...
y,why does it feel like it should be the weekend by nowwww
y,Hope i dont have too much h//w to make up tomorrow...that is if i can go back tomorrow. grrrrrr. i hate being sick!
y,one more week to catch up on life...then VACATION
y,"money, teeth cleaning, g-ma's, bus, top secret errand, target, rodarte dress for $40(!!!), some warm and comfy- themed xmas shopping, spending time with mom, coffee, sephora.com, the office, stepping outside and forgetting how cold it gets without proper coverage- productive and selfindulgent bliss. not a bad day off."
y,the weather needs to not be like this...boooo
y,Praying for the sun to stay!
y,is seventeen in three days!
y,I am thankful for webcams.  It is nice to be able to see my fiance online while he is in New York.  :-)
y,"TALLER TRIPARTITO PRENDAS NUEVAS A LA VENTA.... vestidos, camisas y pantalones! ABIERTO DE 11am - 8pm LUNES - SABADO!"
y,"""Parents spend the first part of our lives teaching us to walk and talk, and the rest of it telling us to sit down and shut up."" XD"
y,"Restlessness is dicontent, and discontent is the first neccesity of progress"
y,I think its fun to run circles around someone while they are running and even better if the get tired first!
y,*PROPNAME*
y,"is still waiting for mail.msu.edu, but is SO excited to move into her new apartment on Sunday!! :)"
y,"running the course, then to the weight room"
y,"~ CDC latest report: Autism effects 1 in 110 children born each day. 1 in 70 boys. Put this in your status for 1 HOUR if you know someone with AUTISM. Let our children's voices be heard. Here's to 2010 increasing awareness, research and proactively finding answers."
y,is actually going to see someone besides my mother on my day off. No offense mom. U r fabulous but im turning into a 13-year-old not-out-of-the-closet-yet gay man by the amount of time i spend with you.
y,"""history must concede that he was in the exceptional position of a self infatuated man who happened to be right"" --- the entertaining things i find while researching"
y,Is going completely insane with anticipation :) T-minus 24 hours til *PROPNAME*'s arrival in Nashville!
y,"i bought it today, but i haven't opened it yet.  actually, i probably won't get to it for another few days since i'll be so busy with moving and setting up everything else."
y,"Chicago on Monday & Tuesday, Orlando on Thursday & Friday and Tampa on Saturday & Sunday"
y,is a baller.
y,"is happy to have a new, working laptop."
y,Had a great weekend in West Michigan.  Headed back to ATL for a few days.  Then I'll be back for *PROPNAME*'s wedding!
y,"Wow, that was a great game - even if *PROPNAME* did lose. Hope the 1 v. 2 game tonight is that good."
y,"*PROPNAME* and I unpacked, cleaned//organized our home :o) Now we have clutter-free space and even our kitchen looks bigger! Wait until you get home Shelly-Bean and see our neat place :o)"
y,Wow I'm a very happy camper : ) I think an SB visit is in order NOW..katie no comments hahah <3 <3
y,Any comments on the simmilarity between SITA in Ranamayan and HELEN of troy?  Ceartive inputs are more than welcome!
y,People demand freedom of speech to make up  for the freedom of thought which they avoid
y,"wonders if indeed *PROPNAME* has ""Gone Rogue"" that means it's hunting season?  Figurative sense, figurative sense!"
y,Happy Halloween! Almost timet to make some snacks for the party tonight:)
y,"needs to be herself, she can't be no one else. She's feeling supersonic, give her gin and tonic. She could have it all, but how much does she want it?"
y,Success is not the result of spontaneous combustion. You must set yourself on fire.
y,Back in Stockholm!
y,is off to work out. I don't want to but it's been 3 days:(
y,scored a rad position at HOAG hospital as a Clinical Care Extender. On my way to a masters in PA science! holler.
y,"""I let the melody shine, let it cleanse my mind, I feel free now!"""
y,dear baseball...please give me someone to root for!
y,a reggae band covering one of the best beatles albums?!?!  my life is now complete:)
y,was named very appropriately. *PROPNAME* means industrious//labor.
y,Lindsay is back all you freshman bitches!
y,Headed back to ATL after a great weekend in Tampa :)
y,wants to be rich!!!!!!!!!!!!!! filthy. c'mon lotto...
y,"Brrrrrrrrrrrrrrrr, cold day! Where are those 40+ degree temps we're supposed to be getting?!?!?!"
y,UGH! another game lost..... We need to work as a team!
y,I fell on the way to my car this morning...I hope that is not the predictor of a bad day!
y,sad to leave San Jose -(
y,Starbuck's Caramel Apple Spice = <3
y,"ELCOME TO THE UNITED STATES OF AMERICA Press 1 for English. Press 2 to disconnect until you learn to speak English. And remember only two defining forces have ever offered to die for you, JESUS CHRIST. And the AMERICAN SOLIDER. One died for your soul, the other for your freedom. If you agree... copy and paste in your status"
y,"Watching NCIS marathon.  Last time I did this, I investigated mysterious deaths all night long!  And I had to work the next day!"
y,Time to write. Yes. :)
y,"Last night I dreamt that I was a real housewife of ATL, and NeNe was trying to start some drama with me! I was ready to fight her! Then I woke up..."
y,Trust should only be given to those who truly understand its value.
y,is thankful; only Justice Scalia's wit could make CIv Pro bearable reading at this hour.
y,Sometimes I think the surest sign that intelligent life exists elsewhere in the universe is that none of it has tried to contact us. -- *PROPNAME*
y,thinks break.com is the best website ever! :)
y,is deep in lust and going to bed :oP
y,ugh...monday
y,partying at my place tonight...call me if you wanna join!!
y,*PROPNAME* has been golfing in the living room since 12:30 this afternoon!  lol  This wii is crazy....
y,Is excited to have 2 more new books from Paperback swap but can't decide what to read now!
y,"says happy fathers day! In honor of my heavenly Father, who's never forsaken me or let me down. May you ever be praised, Dad :)"
y,Raise your hand if you are snowed in AND consuming way too many calories.  I GOTTA GET OUTTA HERE!
y,used to be a happy person…bread maker shorted out and caught fire :o( Out of our apartment for 2-3weeks while they repair damage…AHHHHHHHHHH!?!?!?!?!
y,couldn't hate these new Gap commercials more. They are seriously the devil's handiwork.
y,false alarm. still invincible.
y,Snow in Germany!
y,NY is the BEST!
y,"""Paradise by the Dashboard Light"" by Meat Loaf is my new favorite song. :-)"
y,Fabulous weekend :-)
y,"""I gave her my heart and she gave me a picture of me as an old time sheriff."""
y,"Some people walk in the rain, others just get wet"
y,hopes that this Evolution final goes as well as that tetris game did too! :P
y,got six pairs of shoes for Christmas.  It might officially be time for her to stop wearing her much loved Cirque du Soleil flip-flops.
y,"""I believe it all is coming to an end. Oh well, I guess we're gonna pretend"". Ever feel like a five-year-old who is content to cover his//her eyes to feel safe and secure? If I can't see you, you can't see me..lol..I want us all to stop ignoring the important things. They won't go away if you ignore them. I promise."
y,...makin' supper then laundry and a little homework
y,so tired after The Great Urban Race with Stella. She is a rock solid awesome teammate. Now off to D&B to celebrate the big 24 with *PROPNAME*! Yay busy and fun weekends!
y,finished ruck run
y,using facebook as procrastination for practicum applications...beautiful lol
y,Enjoyed spending the weekend with my love.  Now it is back to the grind.
y,is very happy with her very first scrubs!!! :D
y,"is working, working, working..."
y,"I can picture in my mind a world without war, a world without hate. And I can picture us attacking that world, because they'd never expect it"
y,necesito TODOS los negativos POSIBLES de fotos... si tienen plzzzz démenlos!!
y,is studying hard for the G.R.E.
y,wants buffalo chicken chowder for lunch.  :*(
y,probably the busiest I have ever been in my life
y,would like to know why our water is off
y,"bought ""Season 1"" of the old Thundercats cartoon; watching the shit out of this old nostalgic favorite right now. On an unrelated note, I have TONS of homework. Looks like a good combination."
y,"so exhausted today, i don't want it to rain. blehhhh"
y,thinks her temper is her worst quality…bla! *PROPNAME* come home I miss you!
y,Why did they discontinue naptime after kindergarten?!?! I need a nap!
y,"has 28 teeth left.  At this rate of loss (2//decade), she'll be toothless by age 160...not too bad.  :| <--currently cannot grin//smile"
y,is keeping her lab notebook up-to-date.
y,"is wondering how many people know that the United States' Independence Day is actually the day that they published the Declaration of Independence, not the day they signed it into law."
y,<3's pedicures
y,cognitive psych test and then alex's for the night
y,"I can really see this Dislike button being abused for very ironic purposes... (Now, joy, I get to read Jane Eyre)"
y,"I'm a victim of my own insides. There was a time when I wanted to know everything...It used to make me very unhappy, all that feeling. I just didn't know what to do with it. But now I've learned to make that feeling work for me. I'm full of emotion and I "
y,"finds it hard to understand some American reactions about Health Care Reform…they seem so “the end is here”…laundry, chatting to Mom and giving some TLC to my orchids"
y,"""You can't blame Mad Scientists for doing mad science"""
y,"Just got to know that my co-worker was going to call cops on me ,cause that person did not know that  I was new to the work place. Fun  huh?"
y,A good friend passed away suddenly this morning. Keeping her in my thoughts.
y,"I'm better than ya ex, gonna be better than ya next"
y,"The ""Full House"" home is on the market for 4 mil.  I wonder if being fetured in the show increased its value"
y,enjoying the latest Imogen Heap album
y,had to move to delta
y,"will boycott any sponsor pulling their Tiger Woods advertising.  Gillette, Gatorade, you've been put on notice."
y,is fed up with messin with the relationship status n is goin to upload pics :D
y,Monday a.m. Yoga...*sigh* my life is SO hard ;)
y,2 classes down...one essay to go. Almost done for the semester!
y,"So the guito from Jersey Shore that calls him self ""The Situtation"" is trying to trademerk it now..."
y,come visit me at work i'm sooo bored! ://
y,"what an adventurous night...filled with the natives, crazy screaming men and a half-naked girl...what a great night!!!!!"
