label,body_text
n,"is off to the gym again. I tried and can't think of a valid reason not to go, plus my legs aren't sore are at all from yesterday. I will will thank myself for this later:)"
n,why do some peoples parents take everything out on their kids. it's so stupid and ugghh!!
n,"is going to be full of himself for no real reason for the next couple of hours. He also made really good chocolate chip cookies, from scratch by hand."
n,is in love. With *PROPNAME*.
n,Last day of school until the New Year!! (3 days!)
n,I think i read that in a book somewhere.       Are you sure it was a book... are you sure it wasn't Nothing?            Oh ya.
n,U of I or Bust! call me if your in chambana please :)
n,"wants to know when she became a single 35-year-old lady. Tonight I visited a dating site and watched ""accidentally on purpose"" and felt for the characters. seriously?!"
n,http:////www.youtube.com//watch?v=Sib2L6A6xgw
n,"ohh, cleaning then reading for school... all the while just thinking about how much I can't wait to go home on Thursday!  Lots of time with my one and only, hunting, and all the fun and good people that go along with both!  Can Not Wait."
n,is warm and blood free...oh sweet sweet life! lol
n,Sometimes I realise how insignificant I am in the universe. Then I get over it.
n,Just updated my profile...Much has changed since college!
n,"The bike home for lunch is rather exhilarating when oversized truck make right turns from the left lane, without turn signals.  At least do it when the light is green maybe?"
n,"IM football, Southside...life is good"
n,"research, psych quiz, homework, cog psych, and then *PROPNAME*'s for the night."
n,Guess how old I am in my profile photo
n,@ the gym
n,"studying for my french oral exam (hopefully my partner shows up), research, class til 7:30 and then *PROPNAME*'s house for the night."
n,"yay for an official snow day!! :) But still have that job interview as far as I know, so don't get to stay in the bed and watch tv all day.... :("
n,"Facebook Developers, I feel that the new layout needs a shortcut to applications from every site. Probably a button for applications on the top bar?"
n,is getting to old to party hop. Woo that was a lot of tequila.
n,"So, just about everyone on my friend list is highly upset that it's Monday; but I know that once I get through this ""9-6 in class + homework after that""  Monday, my week is nearly over... PLUS home on Thursday for fall break!!!!  It's going to be a great week, I can just feel it!"
n,got to sleep in like an hour only to wake up at 4. Black friday shopping with *PROPNAME*!!
n,In Berkeley hit me up to hang out :)
n,gettin stuff done! :-)
n,interview at ECU
n,A bit mean...but damn funny Sarchasm : The gulf between the author of  sarcastic wit and the person who doesn't get it.
n,Happy New Years!
n,is watching a movie:)
n,http:////www.cracked.com//blog//how-to-write-erotic-fiction//
n,"Under the cover of shameful darkness, my now former sister became a fan of Michigan football.  Because you did not go there, or any of our family for that matter...that makes you, my former sibling, a WALMART WOLVERINE...yes I went there!  We will see where your loyalties lie when you need a kidney or a piece of my liver...GO NITTANY LIONS!!"
n,"""those left standing will make millions writing books on the way it should have been"""
n,"I would give my left ear to be able to watch the big ten network I ordered, thanks for ruinung my game day comcast..."
n,tryin to figure out what to do w. a plane ticket to NYC the 24th w. no one to hang out with. FML!
n,Sorry people that i posted those quizzes ystrday. I shouldnt have done that. they were stupid anyways.
n,doesn't know what to do now...
n,Happy new year :D
n,bored and watching the hockey game.
n,I love how much fun you can have with non newtonian fluids :D
n,I did the Macarena with a pickle at the dinner table because the voices told me to.
n,"I thought the Kindle was a stupid idea, but the iPad...wow, this is the future of personal computing, a segue into Minority Report-like ""surface computing"". Way to stay ahead of the curve, Apple."
n,Haha! You can't say im a bored person all the time..... i had a great weekend!
n,RUDY IS COMING AGAIN!!!
n,is so excited to start a summer book club!!
n,is back in the US.
n,can't believe that her son walked up to the Christmas tree stating 'J'. I was a little confused until he took a candy cane off the tree and proceeded to turn it upside down :-D
n,have to admit... zombieland was pretty good
n,"*PROPNAME* and I went to Blockbuster to get a couple movies... we both said we'd been wanting to see Four Christmases, so we got it... turns out we watched it together last year. haha...  A tradition in the making?  Teriyaki Pork Sirloin and stir fry for dinner... love having him here <3"
n,Lesson planning sucks. . .so I'm procrastinating.
n,Don't forget to sign up for the Ultimate Club!!!!
n,"doing freaking laundry, in and out of the apt."
n,is at jury duty ugh
n,Anyone interested in training for the Cville 10 miler with me?
n,enjoyed her Wednesday night.
n,Dobré ráno
n,going out to dinner :)
n,is stressed OUT.
n,I want this shit forever man.
n,"just cut *PROPNAME* trying to give her a little trim... :(  I'm taking it worse than she is... poor baby...  Now *PROPNAME* and I are going to grab us a bite to eat, then I'm trapping him in my apartment cuz he's not allowed to leave tomorrow."
n,no longer the dish washing bitch
n,found my Tag paperwork in the man den...Hopefully I get my tags by 2.1 if I apply now online...
n,thinks it might be time for a nap:)
n,"yesssss, josh groban has a solo in the new ""we are the world recording""....."
n,gonna go try bikram yoga for the first time! this should be interesting!
n,"is thinking, what's not to love about a city that hosts a festival called, ""Pig Out in the Park"""
n,Last day in Ko Chang : (  but teaching starts Monday : )
n,is wondering why her attention span is so pitiful... must... pay... attention...
n,wonders why no one ever followed up on *PROPNAME*'s pledge to eat the CRA.
n,"doing nerdy stuff in my room...reading Gentry magazine, organizing//cleaning things...TGISaturday ?"
n,Very Confused and Scared..
n,is nervous about getting cavities filled for the first time ever tomorrow:( The up side is that it probably isn't as bad as repair work from stepping on a shovel;) There I feel a bit better now!
n,Merry Christams to all my friends on facebook :)
n,"My husband is out in the 18"" playing with the dog and the neighbors' kids.  Gotta love him."
n,is sorry if she did not reply to text messages or phone calls. her iphone is dumb :( and had decided it doesn't want the touch screen to work...
n,why does it feel like it should be the weekend by nowwww
n,one more week to catch up on life...then VACATION
n,yeah buddy! cowboys!
n,"money, teeth cleaning, g-ma's, bus, top secret errand, target, rodarte dress for $40(!!!), some warm and comfy- themed xmas shopping, spending time with mom, coffee, sephora.com, the office, stepping outside and forgetting how cold it gets without proper coverage- productive and selfindulgent bliss. not a bad day off."
n,the weather needs to not be like this...boooo
n,Trying to weigh a degu is not easy!
n,"Sick of this nihilistic depression shit--fine, life may be meaningless, I may be right about all the other disturbingly bleak shit I've been thinking...but I'm not a self-killer so I'm stuck here--might as well pull it together and live this crazy life I've got anyway, eh?  Some change is in the works (just in time for the New Year, ironically)."
n,I think its fun to run circles around someone while they are running and even better if the get tired first!
n,*PROPNAME*
n,is actually going to see someone besides my mother on my day off. No offense mom. U r fabulous but im turning into a 13-year-old not-out-of-the-closet-yet gay man by the amount of time i spend with you.
n,"""history must concede that he was in the exceptional position of a self infatuated man who happened to be right"" --- the entertaining things i find while researching"
n,"i bought it today, but i haven't opened it yet.  actually, i probably won't get to it for another few days since i'll be so busy with moving and setting up everything else."
n,is a baller.
n,"""She checkin out my dougie like she's patty mayonnaise"" ..... Really? People get paid to come up with this shit?  Second guessing my career path... shoulda been a rapper.  I could totally pull off a ""grill"""
n,Happy Halloween! Almost timet to make some snacks for the party tonight:)
n,"is preparing for the move, settlement tuesday."
n,is off to work out. I don't want to but it's been 3 days:(
n,"Whoa... way too sleepy, way too early... Cookies and hot chocolate time.... :)"
n,WTH I AM SHAKING ON THE 16th FLOOR!!! EARTHQUAKE!!!
n,Just got back from having a great time in Orkney :-)
n,"Can't sleep--landmines in my mind.  Awake since 6 AM, ugh..."
n,"I have 1.6Kg of explosives for Nov 5 (The UK equiv of 4th July for the Americans), Hopefully with any luck this thing will make the night time look like daytime with the bang :D"
n,"Yeah, about that hot water...."
n,"I hate homeworks on holidays, especially when i have a little time to finish a lottt of it :("
n,UGH! another game lost..... We need to work as a team!
n,I fell on the way to my car this morning...I hope that is not the predictor of a bad day!
n,"ELCOME TO THE UNITED STATES OF AMERICA Press 1 for English. Press 2 to disconnect until you learn to speak English. And remember only two defining forces have ever offered to die for you, JESUS CHRIST. And the AMERICAN SOLIDER. One died for your soul, the other for your freedom. If you agree... copy and paste in your status"
n,"Watching NCIS marathon.  Last time I did this, I investigated mysterious deaths all night long!  And I had to work the next day!"
n,"Last night I dreamt that I was a real housewife of ATL, and NeNe was trying to start some drama with me! I was ready to fight her! Then I woke up..."
n,"Hey what's your favorite planet? Mine's the sun, cause it's like the king of all the planets."
n,is thankful; only Justice Scalia's wit could make CIv Pro bearable reading at this hour.
n,"What's black and green and red all over?  Me after the GWAR show, YEAH! XD  Time for the sleep of a lifetime now, though...damn."
n,Black
n,Is excited to have 2 more new books from Paperback swap but can't decide what to read now!
n,i want to carve a pumpkin!
n,Raise your hand if you are snowed in AND consuming way too many calories.  I GOTTA GET OUTTA HERE!
n,14 more days... Gotta Persevere...
n,false alarm. still invincible.
n,Snow in Germany!
n,wants curl up in a ball a lock myself in a closet bc i get the feeling that i will have to repeat english 3 and religion 3 next year
n,Fabulous weekend :-)
n,"""I gave her my heart and she gave me a picture of me as an old time sheriff."""
n,wants to go to 2nd saturday right now!!!
n,probably the busiest I have ever been in my life
n,would like to know why our water is off
n,"Just made a spiced haddock on trimmed green bean and coconut rice with a coconut, chilli sauce... mmm"
n,"so exhausted today, i don't want it to rain. blehhhh"
n,"stomach versus intestines, round 674."
n,"is wondering how many people know that the United States' Independence Day is actually the day that they published the Declaration of Independence, not the day they signed it into law."
n,<3's pedicures
n,I drilled a hole into my finger.. how do you even do this!?
n,cognitive psych test and then alex's for the night
n,mmmm. . . cannibalism day in my dead ppl class :)
n,Anyone else in International Law next semester?
n,i give up.
n,todays run was amazing! I made it to washington st and back in 64:00 min with very little pain in my back! XC meet tmrw @RCC in Moreno Valley
n,"I'm better than ya ex, gonna be better than ya next"
n,"The ""Full House"" home is on the market for 4 mil.  I wonder if being fetured in the show increased its value"
n,enjoying the latest Imogen Heap album
n,is wondering what's the actual date for start of modules... xD
n,"back in Richmond, reading for classes tomorrow and getting ready for the week.. can't believe I only have 2 full weeks of classes left of the semester...."
n,Monday a.m. Yoga...*sigh* my life is SO hard ;)
n,"So the guito from Jersey Shore that calls him self ""The Situtation"" is trying to trademerk it now..."
n,"had enough of this memo today, almost done! Reading a good book until sleep... Can't wait until home on Tuesday... It's going to be a great week!"
n,can't wait for Ithaca tomorrow :-)
n,is missing all of her CTY peeps.  She hopes they will keep her updated on what happening in that little town with big city problems.
n,"""Is it special when you're lonely// do you spend your whole life// in a studio apartment// with a cat for a wife// The seasons, when they call you// do you barricade the door// are you stubborn, stubborn, stubborn to the core?...Then the longest winter// is on her way// you called her without knowing it// but now it's too late..."" Trying to keep the zen, but it's hard to hang onto sometimes on nights like these."
n,is happy *PROPNAME* is coming to Princeton
n,Thank Cthulhu it's friday!
n,wants rime with lum
n,is thinking of doing BOTH Stairmaster//booty exercises AND Tricked Out Pole class tonight. Workout obsessed!!
n,made spicy coconut soup mmm
n,does the reading ever end?
n,Merry Christmas everyone :)
n,"I got the prettiest wedding dress in the whole wide world!  Was browsing through the racks and turns out the first dress I came to that caught my attention was the one I had picked out online and been looking at ever since last June!  Tried a bunch on, but ended up with that one.  :)  How exciting!"
n,just had a wonderful chat with *PROPNAME* on the phone and is about to start making dinner:)
n,"Gas Station doughnut does not equal paczki, I almot cried a litle"
n,"did 45 minutes of dance, 8 minute abs, 8 minute buns, stretching, dog walking...NOW I can relax, watch Jersey Shore reunion and eat ice cream! :-)"
n,Brand-new whiteboard markers make me happy...so inky!
n,we got the house!
n,"research, homework, french class, work, *PROPNAME*"
n,"If you push print once....you only get one copy, so dont look at me like a moron when I bring you the 6 other copys from the 6 other times you pressed print..."
n,The Mighty Boosh is completely mad but completely awesome. It has soothed my disgruntled sadness with its peculiar brand of British inanity...and interpretive dance. *nodnod*
n,I have the best adhi in the whole world :)
n,loong day tomorrow. not looking forward to it. hopefully i did ok on my mid term for history. =p
n,is thrilled that his son *PROPNAME* and wife *PROPNAME* are expecting!
n,Merry Christmas!
n,"I hate to say this, but *PROPNAME* Tonight is actually pretty good...having a hard time chosing between that and *PROPNAME* Lately..."
n,is annoyed with herself
n,in need of a babysitter the afternoon and evening of UVA v. VT...any ideas?  Know any great sitters?  HELP!  :)
n,bloody macs do my head in!!!!
n,relaxing at Chapel Ridge Pool...call me if you would like to join. 252-646-3927!
n,has the systems for higher brain function and complex thought offline at the moment. We apologize for any incovience. (such as the spelling of this update)
n,Getting ready for my suprize trip to MI...I wish it was under better circumstances
n,"It just occurred to me that two of my favorite songs are punk songs about gruesome abortions (""Bodies"" by Sex Pistols and ""Die of Shame"" by Tilt)...man, I'm just not quite right, lol!"
n,Out in Sacramento tonight! Starting at Badlands! WOO HOO!
n,is someone...
n,"watched and heard 4"" thick branchs near the top of one the Pine trees in my backyard snapping under snow weight and taking branches with it.    I saw that, said oh crap, let's go have a look, ran out, look up, realized I was under the remainder and said oh crap, let's go back in.  It's Ragnarok!  Prepare for the end!"
n,"saw my old friend *PROPNAME* today, lots of catchin' up to do...=]]"
n,is excited for *PROPNAME*'s Birthday! Don't forget your one dollar bills girls!! Haha :)
n,must stop impulsively visiting this site. Remembering when I was just on a few minutes ago might help.
n,"Back to work sucks, especially when you have the double wammy of being nocturnal and freezing limbs"
n,"a little irked that *PROPNAME* won, but her collection really was gorgeous"
n,mmm waffles n_n
n,HAPPY TIHAR!!!!
n,hello fall weather!! I love this...I'm so happy!
n,So apperently the owners at my school have decided that they want to make things as complicated as possible...enter new and stupidly expensive computer program!
n,fullllll tooo  bindassssssssssssssssssssssssssssss!!!!!!!!!!!!!!!!!
n,"Dear car battery: Why are you dead again?  What am I going to do with you?? (No, really--what am I supposed to do with it?)  You make me sad. ://"
n,IN MHC!!!
n,Happy New Year and Decade Everyone!!!!
n,"Seminar went well, Kateri and I have the marks to prove it. Now food, tomorrow, house viewing. Next week, knives or swords."
n,don't feel like working today
n,"To CTYers past and present, I urge you to do two things: 1) Dust off your Garden State soundtrack, there was a reason we listened to it non-stop for 42 days. 2) Mark July 16-18 in your calendar - we are all descending on the land of milk and honey.  Carlizzle fo' shizzle."
n,lazy holidays
n,Im so boreded again.......
n,87 Pets on FFS... LOL...
n,All see's became Spy's in my pirate profile yarr
n,COWBOYS WIN!!!
n,"remembers the good old days when we could pay for everything under the sun by ""bringing the troops home"". It amazes me how inconsistent we can be when the Birkenstock is on the other foot."
n,4 jobs.
n,Quite possibly the worst couple days ever: yesterday almost cried at work. I apparently have the 2 worst classes in the school- lowest freshman math. Who I see for four periods.  And which stole a student's wallet.
n,"85 and sunny in Jamaica, 82 and sunny in Grand Cayman....SMICK!"
n,intervention- heroine and xanax and crack- oh my.
n,"Day looking up, I will be able to exchange the defective flat iron!  I realized that New Moon comes out when I will be home for Thanksgiving, any body want to go see it with me?  Still looking forward to Glee...I feel a little dirty thinking that *PROPNAME* is hot"
n,stimulated the economy yesterday... there goes 100 on makeup... now next on the list... somewhere to go all dressed up
n,"""...gonna move from Blogger to Wordpress soon..."""
n,is loving socialinterview.com
n,har mindre enn en måned til Oslo!
n,was greatly disappointeed with the disgustingly partisan scriptwriting on Law and Order last night.
n,"In the lab finishing up my human sexuality paper (hopefully), then french class at 12:50 and then work 3:30 to close."
n,I was woke up at 7:30 in the morning on Sun by my mother informing me of the Gator loss. If I wasn't so hungover I probably would have cried. : ( I still love you Gators!
n,"is slightly smitten with the phoenix family. its weird, i know."
n,. . . . .
n,"BRRR!  ""Stiff Little Fingers"" indeed!"
n,"AMERICAN AIRLINES is taking doctors and nurses to Haiti for free. Please call 212-697-9767. Spread the word. if you are looking for ways to be of any help... UPS IS SHIPPING TO HAITI FOR FREE TOMORROW!! IT HAS TO BE UNDER 50 lbs!! If you have ANYTHING to give, round up your stuff and... send it out!! PLEASE repost this... to spread the word PLEASE repost!!!!"
n,isssllliiipp ho gaya ji!!!!
n,"Re-conditioning my hands back into top gaming form--I used to be able to go all day (or for days) without a break (even to eat or go to the bathroom, lol...toldja I was obsessed!); currently my thumbs start to hurt after about 4 hours.  That's what I get for being outta practice, bah!"
n,"Cold weather can bite me, and so can Christmas.  *sticks out tongue*  I'm doin' reasonably alright today but ehhhhh...got a 'eadache from 'ell."
n,is sooooo excited to see Mu Sochua speak today!!!
n,"go figure, trying to upload a pic and facebook won't work properly"
n,"I think i have to institutionalise one of my friends, not point any fingures at karl....."
n,rcc orientation tomorrow morning. =]]
n,is in love with college and can't wait to start in September :)
n,"So as I was driving to school this morning, belting ""My Baby Loves Me Just the Way that I Am"" into my coffee mug... I realized for the 500th time this week just how much I love life...  Can't wait to go home tomorrow and spend lots of time this week with my *PROPNAME* and my family!"
n,well holy shit i think we could make the world cup yet...
n,Heading back to LA :)
n,has a cold and is curled up on the couch resting.
n,What can one do when one is bored?
n,I ? my Flip Video cam so much!
n,"I am in a funk today...I dont know if it is depression, maybe a lack of motivation because of depression.  This process is not for the impatient."
n,is really into the Cocteau Twins and Depeche Mode right now.
n,Making baked apples with a cocoa butter filling and creme angliase. Hopefully they're good.
n,"was annoyed with the state of LA for sending a notice that my car policy was cancelled on 11//20//2009 even though that is just my renewal date and they lost the info my insurance company sent...oh and it took them 2 months to do something about it. My grumpiness was fixed by talking to the rep at Progressive. She was friendly and talkative, like a less annoying version of the girl on the commercials. Thanks *PROPNAME*!"
n,anyone have a place i can put my car during the football game? our house is doing football parking so its getting kicked out :( poor thing
n,is pondering the contradictions in his fidelity to a jealous mistress.
n,I'm sooo lucky to have such good friends and family! Thanks for all the sweet bday messages! Lots of love to you all!
n,"Having a job again is weird, but welcome."
n,is on the road again and deeply saddened to be separated from the Kitty for the rest of the week.
n,Maybe going home grounded me...I feel so much better now!
n,"is thinking that he needs to assemble a horde of flying panda colored monkies to wreck havock on the world from above, and buy milk."
n,is fat and happy :]
n,"""Funny the way it is when you think about it, one kid walks 10 miles to school while another's dropping out."""
n,"""No. you said Filipino. That's a Nationality"" , thank you Cam"
n,"Why does facebook think I live in Atlanta?  Something is wrong with the targeted ads.  It is comforting to know, however, that I could still become a police officer or save 83% on my insurance."
n,"has been working all week, it's time to play gonna get a little bit sideways"
n,is ready for her day off
n,"Oh, and the 7th of January I'm going for my restricted license... again. Yay."
n,I think that *PROPNAME* was embarassed that we were blasting the Glee soundtrack while crusing around with the top down...I can't imagine why
n,"Ugh, leadership training. Why did I bother getting up this morning?"
n,"passed all 3 subtests of the CSET in one go, and I never even did a practice test. I AM AWESOME."
n,is taking care of *PROPNAME* and his first cold.  Mommy no likey.
n,on the road again
n,"away to work, hope it aint to hot x"
n,so much hw T_T
n,feels soooo much better now =]]
n,"Reasearch, French class, work and then finally *PROPNAME*"
n,"just found out Chinese New Year is on Valentine's Day... that makes two holidays I have no one to celebrate with... and no, I'm not sulking"
n,Got a refferal to a ENT specialist so I can get a camera jammed up my nose into my sinuses. Not pretty but at least I may be able to finally get rid of this damn sinus infection! :D
n,Anyone interested in Seeing *PROPNAME* at the Nokia Theatre on the 28th of Feb?
n,omg...finally got the next twilight book...yay!!
n,Longest day ever--but so great to see so many HC people!
n,Whats on MY mind........ well hopefully the top of my head.....
n,"is wondering what the fuck X-Factor is coming to. I mean, *PROPNAME* beating *PROPNAME*? What is this crap"
n,"just bought Five Finger Death Punch: The Way of The Fist as well as Breaking *PROPNAME*: Dear Agony, dilemma or what?! Votes below :)"
n,is chasing your steeeeaahlight
n,is putting the touches on his Halloween costume.
n,"Time is all, the luck you need."
n,thank you to everyone who sent me fb love and made my birthday more special than i could ever have imagined. im sooooooo lucky to have so many great souls in my life.
n,"work 9 to 3:30 then errands, then the movies with Alex."
n,"""divine apathy, disease of my youth, watch that you don't catch it"" ""it says son, time is all.... the luck you need."""
n,Work 11-close and then going to see New Moon with *PROPNAME*! I can't wait!
n,irritated...
n,*PROPNAME* is going to deal with a ticket...I dont know where his checks are if I need to bail him out!
n,"And the Grinch, with his Grinch-feet ice cold in the snow, stood puzzling and puzzling, how could it be so? It came without ribbons. It came without tags. It came without packages, boxes or bags. And he puzzled and puzzled ’till his puzzler was sore. Then the Grinch thought of something he hadn’t before. What if Christmas, he thought, doesn’t come from a store. What if Christmas, perhaps, means a little bit more."
n,"At home, trying to remember who I am related to and witch kids belong to witch cousin....and craving polish food.  In another devolopment, I thought I would be able to escape country music in the north, but in reality it is worse..."
n,feels bad for my sick boyfriend. I know he feels really crappy 'cause he's sitting still and not playing videogames!
n,blue
n,is bored being back home already.
n,its a beautiful fall day in southern california.
n,is helping her husband start his facebook account.  Oh no.
n,ah crap!! back to hell tonight!
n,had a lot of funn with the sister =]]
n,wants to be back in AK.
n,"back in norway, having successfully avoided being sold into sex slavery."
n,Can't wait for February so I can start traveling again!
n,"""I think we should give our new logo to U of M, it should probably be able to coach their football team better than RichRod."" LOL... seriously"
n,Meh.  Humans are a fickle species.
n,"So, I tried to sit down and pay my birthday tax today, and I cannot find the paper work...I know I have it here somewhere!"
n,"Well, meds situation is not ideal by any means (zombieish again) but it's a vast improvement on the last few days of horror!"
n,Michael Jackson is dead! What is the world coming too!
n,"Got to be 'early to rise' tomorrow, so I'ma try to be 'early to bed' tonight...thusly, going to bed now; we'll see how that goes!"
n,"Only two more days at home, then off to Richmond on Tuesday.  Where did the time go!?"
n,plans to sit on the couch watching movies all day.
n,having trouble understanding my roommates when they speak Norwegian at 70000 wpm.
n,feeling productive!! YEE!
n,is praying for a phone call from the doctors saying the neurologist accepted his referal and will see him soon.
n,is going to need a lot more upper body strength if I ever want to be a pole dancer
n,is taking advantage of dollar pitchers at the public house... call to join me on this awesome deal
n,"is in a good mood, which is a nice change."
n,"is listening to my dog, my husband, and my baby snore...simultaneously.  I AM SURROUNDED!!!"
n,I want new FB Layout!
n,Happy Lunar Year! I hope it is filled with good health and happiness...and lots of red envelopes! :)
n,let's get drunk and be somebody
n,Did the President just make a reference to the Matrix?!
n,Blame it on the a a a a a applejuice. Blame it on the a a a a a applejuice.
n,new status time... now what should i put... oh well
n,Happy New Years!
n,I don't know what's worse... Constitutional Law or having it at 8:40?
n,made mochi and red bean
n,Sleep Time... for tomorrow is work time... =)
