n,is reflecting on it and is actually very happy she's not in IB right now.
n,has her class ring in with it's changes! Whoop whoop! <3 :D
n,KISS. KISS. LICK. <3
n,is too lazy to put her stuff back in order. Maybe tomorrow.
n,has a serious crush on *PROPNAME*. <3
y,has bed bugs..... ewwwww!
y,and mosquito bites
y,Mondays are the new thursdays- anthony bourdain + *PROPNAME*  = forgetting your financial troubles
y,is annoyed with herself
y,"is not turning on her cell at the moment, or for the next few days- dont take it personally."
y,Is trying to figure out everything.....
y,wants no more friend or exboyfriend drama drama
y,is out for the count
y,"Its the little things in life- fresh flowers, katie ion, netflix instant movies"
y,is bummed the instant movie didnt pull through
y,wants to go to paris. anyone care to accompany me?
y,one minute at a time
y,Loves avoiding burning a whole in her pocket. Lesportsac purses and DVD overload.
y,really hates California's economy right now
y,I lost.....my ex is in a relationship before me
y,"Is having a great day so far, thanks to santa paula noon meetings. and my mom."
y,is *PROPNAME*'s bestbian
y,misses the ability to drive
y,Mi familia de la cuidad de mexico esta aqui! Necesito que practicar mi espanol.
y,"Is wearing red lipstick, watching movies, hot boys, and her mother screech at the family dog..... ""random"" doesnt even begin to describe this scene"
y,anthony bourdain bliss
y,Turbo tax tried charging me $140 dollars to process my taxes. my mom did it for free. fuck you turbo tax and thanks mom for saving the day.
y,is on her way up north to face her judgement
y,"Target is my savior- sandals, dresses and shirts, oh my!"
y,"is slightly smitten with the phoenix family. its weird, i know."
y,is hoping to finally get a break tomorrow!
y,rhinanna is just getting crazier and crazier. or more stupid.
y,feels like a bum without legs
y,"Having a job again is weird, but welcome."
y,is 3 years to go
y,s electronics are giving out.
y,is celebrating her 90th day with dieting and work whahooo! not.
y,is in love with her new black peacoat. Who else is pumped it's fall?
y,is sick in an way she's never been physically sick before. feels like a hangover mixed with the flu mixed with weakness and nausea
y,hates the business that is the United States' healthcare system
y,thinks Rhianna's Italian Vogue photoshoot is in bad taste and inappropriate. yuck.
y,is excited for NBC thursdays- especially excited for community
y,is in love with *PROPNAME*.
y,"""La Vie En Rose""- there are no words. Absolutely brilliant, honest, and beautiful movie."
y,is flashing lights kanye style
y,i got a break! a $3000 healthcare break! whoooooo
y,is actually going to see someone besides my mother on my day off. No offense mom. U r fabulous but im turning into a 13-year-old not-out-of-the-closet-yet gay man by the amount of time i spend with you.
y,ARGGGGGGGGGGGGG!!!!!!!
y,"true blood is getting me in the halloween spirit. damn, bill is hot."
y,michael scott dancing in the booze cruise episode is really entertaining to me right now.
y,"the office, cleaning, and hanging con mi madre are my drugs of choice this evening"
y,RIP Prague nights Fall semester 2007
y,needs a hot hair cut. anyone know where i can get a fierce one for under 50 in vc?
y,"wants to know when she became a single 35-year-old lady. Tonight I visited a dating site and watched ""accidentally on purpose"" and felt for the characters. seriously?!"
y,is ready for her day off
y,life is looking up
y,is excited to kick it old school with an old friend in a new place
y,"why does netflix need me to have at least 6 dvds in my queue? i think 5 is quite enough, thank you gluttonous 'merica."
y,is rediscovering her love for bjork
y,"money, teeth cleaning, g-ma's, bus, top secret errand, target, rodarte dress for $40(!!!), some warm and comfy- themed xmas shopping, spending time with mom, coffee, sephora.com, the office, stepping outside and forgetting how cold it gets without proper coverage- productive and selfindulgent bliss. not a bad day off."
y,wants to find a way to san fran after the new year
y,is in love. With *PROPNAME*.
y,is going to start using disposable cameras again- she agrees with stephanie that the anticipation of not knowing what will show up is very missed
y,thank you to everyone who sent me fb love and made my birthday more special than i could ever have imagined. im sooooooo lucky to have so many great souls in my life.
y,is very excite for today and this weekend.
y,its a beautiful fall day in southern california.
y,s g-ma is the coolest
y,wishes she was moving on up in the world. but at least she has ja'mie to get her through it.
y,Today is my 2 month birthday!
y,intervention- heroine and xanax and crack- oh my.
y,"is having a bad day. not even target, shoes, nor a good guacamole carls jr. burger could bring me up."
y,"summer heights high. ja'mie, jonah, and mr. g. im hooked on chris lilley."
y,"Um, amy poehler is rocking my world right now. seriously, the bad date rant was HYSTERICAL. tivo that shit. and by that shit, i mean parks and recreation."
y,Ten Movies to Watch Right Now (and some you can Instant Netflix) 1. La Vie En Rose 2. Shrink (if you love LA) 3. Paris Je'taime (if you love Paris) 3. Clay Pidgeons (*PROPNAME* is priceless) 4. Quills 5. Away We Go 6. Sunshine Cleaning 7. A League of Their Own 8. Smart People (I Heart *PROPNAME*'s Page and SJP) 9. Frost//Nixon 10. Doubt
y,"is stuck on Band-Aid brand, cuz Band-Aid's stuck on me!"
y,Just going to grab some raw fish................
y,"saw HP6... funny, lots of awesome awkward silences, but the scriptwriter needs to have his fingers broken. Not only did they achieve new and improved levels of editing important plot elements out, but they are getting increasingly more creative with the n"
y,Need to re-learn my patterns again... awesome...
y,FREE SLURPEE DAY!!!
y,has GOT to stop waking up at 1pm...
y,is not feeling exactly top-notch...
y,will have too many notifications at the next log in...
y,First day of school done! finances are going to be the end of me...
y,is tired and for some reason is looking forward to classes starting...
y,2 months of hell yet again... FML
y,got to play with fire in front of a crowd... YAY!!!
y,is in love with Ren Fest...
y,3 DAYS!!!!!!!!!!!!!
y,What a great day!!!
y,loves the Pirate English version of Facebook!!!
y,has a choice...
y,2 DAYS!!!!!!!!!!!!!!!
y,Ren Fest with rain - Still good!!!
y,kindly thanks everyone who wished him a happy birthday!
y,finance class :(
y,GETS TO SLEEP TONIGHT!!!!!!!!!
y,3 HOURS LEFT!!!!!!!!!!
y,"As much as I like our family's mechanic, I really wish we'd stop giving him so much business... :("
y,is dying!!! HEEEEELPPPPP!!!!!
y,Saturday was easily one of the best days of my entire LIFE!!!
y,feeling slightly better...
y,I've done it - i procrastinated enough by playing Bejeweled Blitz to cause it to go offline. MLIA
y,is potentially going to be pulling an all-nighter. feel free to txt to keep me entertained//awake...
y,:))))))))
y,"finally caught up on sleep :D now off to rake more leaves and then lose sleep yet again while studying accounting - call me if ur bored, i'll be up late..."
y,"ATTENTION EVERYONE!!! Vote for the short ""AFTER HOURS"" to support *PROPNAME* - our local Michigan talent and a wonderful person. Repost please!!! http:////www.thirteen.org//sites//reel13//category//vote//"
y,is looking forward to eating his body weight tomorrow :)
y,"Yesterday after school, I got bored and decided to go into the backyard and play with my slingshot. I didn't have any ammo, so I just used peanuts and shot them at trees. I decided to shoot at one really far away. Out of nowhere, a squirrel leaped out of a tree, intercepted the peanut, landed on another tree, ate the peanut, gave me what looked like a thumbs-up, and ran away. Ninja squirrel, you amaze me. MLIA."
y,"would love to sleep, but *PROPNAME* writes too damn well!!!"
y,is rather looking forward to the holidays because of his potential whereabouts during that...
y,gets overly excited when pressing the wrong buttons on the keyboard causes the discovery of a new shortcut :)
y,considers himself to be one of the luckiest men EVER!!! ^_^
y,WOW!!! I just spent 20 minutes reading just this one strip... http:////xkcd.com//657//
y,can't handle reading any more crap about Barbies and other competing brand dolls!!! This is ridiculous - the only thing making me feel a little more manly is the beer in my hand...
y,acquired 6 brothers and sisters today...
y,4 school days left until winter break!!! YAY!!!
y,will probably be up all night - feel free to txt or chat...
y,"LMAO: (512): you kept spraying the cat with water and then telling it to ""man up"" when it cried"
y,listening to some VERY odd combinations of music and blames the late hour for it...
y,wishes it was December 17th sooner :(
y,cannot wait to pass out - too bad that's not gonna happen til friday night...
y,"gonna be at the library til late, then at the Prez's house even later. txt or facebook if need anything - call if being killed..."
y,"well.... expected returns are like ""oh, it's just you..."" but unexpected returns are like ""WHOA!!!"""
y,can't believe how much food and beverages were consumed last night...
y,SNOW!!!
y,stupid people are stupid and Beverly Hills Police is at it's best as usual... ( *PROPNAME* needs to call me!!!)
y,EPIC:  Today while walking on campus I saw three people riding a motorized couch.  Random?  MLIA.
y,is excited for relaxing a little bit tonight :)
y,got home today. Up north was GREAT!!!
y,can't wait til thursday... <3
y,"Happy New Year, Facebook denizens!!!"
y,"apparently the mysterious ""*PROPNAME*"", who allegedly works for my company decided to order more stuff for me from some office supply company. I'm supposed to get 4 more packages tomorrow... hmmmm.... i almost have enough to build an epic fort!!!"
y,MLIG!!!
y,can't wait til thursday again... <3
y,being fancy is fun...
y,OMG!!! THE SUN IS TOOOO LOUD!!!!!!!!
y,second half of the day got snowed in - gonna take a nap and then be productive :)
y,"just had the most amazing weekend: 3rd Dan test went well, everyone passed with flying colors. Valentine's day was spent well in the company of the best girlfriend in the world - *PROPNAME*. What more could I ask for? p.s. Thank you to everyone who could make it out to Novi to watch me test or to celebrate at the banquet afterward - it really means a lot to me."
y,"just had the most amazing weekend: 3rd Dan test went well, everyone passed with flying colors. Valentine's day was spent well in the company of the best girlfriend in the world - *PROPNAME*. What more could I ask for?"
y,Back from vacation and tired
y,Its a good night for fishing.
y,Damn close game on Monday. My Dolphins almost pulled it off!
y,"It was a close one! But a W is a W, GO DOLPHINS!"
y,Sick as shit.
y,HAPPY VETERANS DAY!!! Thank a veteran dammit!
y,How about thems steelers?
y,Done with Finals
y,Passed the PRAXIS
y,Nicel little test for *PROPNAME*!! Way to show them *PROPNAME* how to play PRO football!!
y,had a great day at church...
y,so not a day for work... good thing I'm working nights this week... :D
y,transformers watched....
y,is living life one day at a time
y,just watched an episode of locked up abroad... dont take your freedom for granted people... its a blessing...
y,is going to die to self
y,"is happy for his gf. Congrats babe, I knew you could do it!!"
y,In contemplation mode...
y,Jesus said to love others as you love yourself... So FIRST you have to love yourself!!
y,is trying to fight it off
y,is doing to die to self...
y,had a great weekend with her... we have to do that again babe...
y,is kinda having a rough morning... but its looking up...
y,is worn and battle weary... but i refuse to give up...
y,Today is another day. You dont get better by making a right choice once. You get better by making the right choice... everyday... over and over again...
y,is learning... constantly
y,first time in a long time... I feel like writing...
y,is at an interesting stage in his life...
y,is sick.
y,is...
y,is etching closer to becoming stir crazy..
y,is back home... sleepy but cant sleep just yet...
y,needs to tie up loose ends...
y,is going to sleep... soon
y,has had an interesting start to saturday
y,is transitioning
y,had a great night
y,is going to spend some time with her...
y,has tied up one loose end... feels lighter already
y,is still patiently waiting for 9
y,bye fb
y,is sick
y,After a slight rebuild... Betsy 2.0 lives to surf the net again!!
y,Merry Christmas people!!!
y,feels loved and appreciated...
y,had a wonderful night with family and friends... the night cap was wonderful though... WEEEEE!! I got my shirt!!!
y,is celebrating with her...
y,Celebrating 1 year...
y,is smiling
y,There can be no complaints from the Arsenal fans about today's results... wunna get wash off...
n,"I have no excuses, least of all for God.  Like all tyrants, he is not worthy of the spit you would waste on negotiations.  The deal we have is infinitely simpler--i don't call him to account, and he extends me the same courtesy..."
n,Back
n,Rip open the diseased heart of a corporation and what spills out? -On people
n,You're wicked overseer
n,"""Keep government away from my medicare!""  As good a summary of American politics as one is likely to get these days."
n,Turn your lamp down low.
n,HOLY. FUCK. http:////www.youtube.com//watch?v=yPJgZd7fRPs
n,"""What's brown and rhymes with Snoop?"" ""Dr. Dre?"" ""Fuck you, Carl."""
n,"""We operate by consensus."" ""What if the Americans object?"" ""We don't operate."""
n,"The only fear I have, Is my failure to adhear his path"
n,"That, ladies and gentlemen, was a season opener."
n,Things that are irritating: Microsoft excel.
n,The best way to describe *PROPNAME* is as an IRL troll.
n,Record so hard it broke the needle.
n,Even when it's free it ain't cheap.
n,"""I find it absolutely appalling that anyone could believe that political affiliation would be used to determine who receives medical treatment. That's what race and socioeconomic standing are for."""
n,Thanks folks.
n,"What the fuck, Steelers?"
n,"In other news, the Steelers 4th quarter is the most depressing thing of all time."
n,Suppose you were an idiot. And suppose you were a member of congress. But I repeat myself.
n,"Bush was a symptom, not a cause."
n,The bridge is over?
n,Fuckin' *PROPNAME*
n,Speech is my hammer
n,"[The ""liberal media""] love to be denounced from the right, and the right loves to denounce them, because that makes them look like courageous defenders of freedom and independence while, in fact, they are imposing all of the presuppositions of the propaganda system.-Chomsky"
n,Stop the violence and start the revolution-Talib
n,"When I give food to the poor, they call me a saint.  When I ask why the poor have no food, they call me a communist.-*PROPNAME*"
n,The best argument against democracy is a five-minute conversation with the average voter.
n,What I didn't want: more characters on Heroes.
n,"And until peoples learn to spot the fanning of mass emotions and the sowing of bitterness, suspicion, and intolerance as crimes in themselves - as perhaps the greatest disservice that can be done to the cause of popular government - this sort of thing will continue to occur."
n,"Thank you, *PROPNAME*, for still being on the ballot so that stupid people could vote for you."
n,"""How impious is the title of sacred majesty applied to a worm, who in the midst of his splendor is crumbling into dust!""-*PROPNAME*.  They don't make writers like they used to."
n,"""Fuck you, dolphin!"""
n,YANKEES WOOOO
n,"""Necessity is the plea for every infringement of human freedom. It is the argument of tyrants; it is the creed of slaves."" - *PROPNAME*"
n,Steelers!
n,"""Britain's desire to be a big player on the world stage has delivered huge benefits including being dragged into a series of catastrophic wars with America's throbbing tumescence lodged firmly at the back of our throat, while at the same time being unable to afford decent roads, railways, schools and hospitals. It's what we call a 'win-win'."""
n,My fucking computer got a virus.  Incredible.
n,I have to quit drinking diet coke.  Much sadness and headaches.
n,All aboard the U.S.S. Rational Basis.
n,"Restoration! or, why LTS is incredible."
n,"Why do you insist that the human genetic code is ""sacred"" or ""taboo""? It is a chemical process and nothing more. For that matter -we- are chemical processes and nothing more. If you deny yourself a useful tool simply because it reminds you uncomfortably of your mortality, you have uselessly and pointlessly crippled yourself. Chairman *PROPNAME*, ""Looking God in the Eye"""
n,Spit so hard that it oughta be a crime
n,Spit it so hard it oughta be a crime.
n,Fucking *PROPNAME*.
n,The mind of a child is where the revolution begins.
n,"Kansas City Chiefs over Pittsburgh Steelers, 27-24.  Disgrace."
n,I found my actual WEP key!!!!
n,Classes over!  Home in a week.
n,FUCK. YES.
n,"""We're supposed to call it H1N1."" ""I refuse to back down to pig farmers.  Not today, not ever."""
n,Kill them all.  God will recognize his own.-*PROPNAME*
n,"Face the facts. Then act on them. It's the only mantra I know, the only doctrine I have to offer you, and it's harder than you'd think, because I swear humans seem hardwired to do anything but. Face the facts. Don't pray, don't wish, don't buy into centuries-old dogma and dead rhetoric. Don't give in to your conditioning or your visions or your fucked-up sense of... whatever. FACE THE FACTS. THEN act."
n,"Stability means we run it. There are countries that are very stable. Cuba is stable, but that’s not called stability."
n,Avatar: Best Picture
n,WOW New Orleans.
n,"Now bamboo thinks it's wood, and that pisses me off."
n,I PASSED STATS MOTHERFUCKER!!!!
n,"Hey, it actually is December."
n,"And then, I got food poisoning."
n,Show me a completely smooth operation and I'll show you a cover up. Real boats rock. -*PROPNAME*
n,"If I see another king, I think I shall bite him.-*PROPNAME*."
n,"Rule of the Great:    When people you greatly admire appear to be thinking deep thoughts, they are probably thinking about lunch."
n,"""We rule by consensus."" ""What if the Americans object?"" ""We don't operate."""
n,"""Libertarianism is just anarchism for rich people."""
n,Progress is made by lazy men looking for easier ways to do things.-Heinlein
n,"""No one lets charms in the vehicle in the entire United States Marine Corps."""
n,R.I.P. *PROPNAME*.
n,"I didn't know this, but *PROPNAME* is apparently a Hebrew name that means ""The Lord Remembers,"" which is basically incredible."
n,LET'S GO LIONS
n,"*PROPNAME* was ejected from the New York State Senate, which is good, because he slashed his girlfriend with a knife."
n,"Good work, Golden Globes."
n,It's the prophet versus them profits all the time.
n,Four day camping trip!!! Holy Crap! this is going to be fun...
n,How do i change my name??
n,things just got really complicated
n,Im back and sunburned bad... ill just have to live with it i guess.
n,bored to tears... well not literally but... im still bored!
n,Whats on MY mind........ well hopefully the top of my head.....
n,happy fourth everyone
n,is still doing nothing all summer
n,The first day of school was SSLOOOOOWW...... hopefuly it will get better as the year gos on
n,FOOTBALL!!!!! first scrimmage today! its gonna be awesome!!!
n,I think its fun to run circles around someone while they are running and even better if the get tired first!
n,I think its fun to run circles around someone while they are running... and its even better if they get tired first!
n,What can one do when one is bored?
n,Can't wait for fair bowl!
n,We won 35 to 34! Close but still a win!!!
n,Haha! You can't say im a bored person all the time..... i had a great weekend!
n,Im so boreded again.......
n,having fun at school....... hmmm....... nvm
n,its snowing this morning........                  is that supposed to happen??
n,Can't wait for friday! (football game)
n,liked the greenhand conference and enjoyed watching volleyball woop butt today.....
n,Im so bored!!!
n,is awesomely cool!!!
n,Homecoming was awesome! i loved getting that tackle!! i wanna play again.....
n,im so bored today..... im always bored... i dont know why... hmmm
n,How do I change my FACEBOOK user name
n,Cant wait for Friday!
n,there were some scary people today... *whispers (opposite sex day)*
n,What a great life i have... first my nose... now my fricken hand!
n,UGH! another game lost..... We need to work as a team!
n,Basketball is fun but we've lost two games and won two
n,lost another game... but Dang!! was it close
n,new status time... now what should i put... oh well
n,will be completely honest for the next 24 hours....you can ask me one question (only in my inbox)....any question no matter how crazy or wrong it is....but you can only ask me one question!!!! you will have my full honesty....but i dare you to put this as your status too and see what questions you get !!! :) x This should be interesting.
n,AH! i hate being sick..... now i have to go to school tomorrow..... (hate that to)
n,will be completely honest for the next 24 hours....you can ask me one question (only in my inbox)....any question no matter how crazy or wrong it is....but you can only ask me one question!!!! you will have my full honesty....but i dare you to put this as your status too and see what questions you get !!! :) x This should be interesting.
n,Dragons ignored human names when they didnt't like the bearer.
y,"fie! Time, Inc. has blocked gchat... does this mean I have to be productive now?"
y,is in search of the perfect margarita... :)
y,"I was sitting at LaGuardia, wondering why my flight was delayed, and then I saw on the TV that there had been a bomb threat and evacuation earlier today... lucky meeee"
y,do i have to take out my nose ring and join the corporate world?
y,"just spent the last hour looking at photos from junior abroad in london, and is dying to go back"
y,hmmm i better not fail my pass//fail...
y,is struggling :( :( :( :( :(
y,"ewww 33"" of snow... apparently the most at one time since 1969!"
y,LAW SCHOOL IS TOO HARD!
y,"thanks everyone, but i decided to get younger this year... :)"
y,is at work! >.<
y,hopes that transformers isn't sold out!
y,is going to the mellow mushroom after work at 8.
y,must be insane for starting a twitter account
y,Hates *PROPNAME* for starting her on this damn farm town app.  You all must stert playing now and give me gifts! And mafia wars too. FML I'm a loser.
y,la la la la!
y,"Hello, to high and dry."
y,is in the Bluff!
y,loves the gorilla face!
y,"This is my face Covered in freckles With the occasional spot and some veins This is my body Covered in skin And not all of it you can see And, this, is my mind It goes over and over The same old lines And, this, is my brain It's torturous analytical thoug"
y,*PROPNAME* comes back tonight!!! YAAAAAYYYY!!!!!!
y,is ready for school to start back... summer sucks when you aren't actually on vacation
y,realizes that she has friends on Facebook that she doesn't remember how she met... is that wrong? Discuss:
y,"is reading Master and Fool, the convoluted finally to The Book of Words trillogy, in between playing stupid facebook apps... Such a Nerd. >.<"
y,"is creating a LinkedIn account, as if she didn't already have too many networking accounts to keep track of!"
y,"I, I'm thinking it's a sign That the freckles in our eyes Are mirror images, and when we kiss They're perfectly aligned And I have to speculate That God himself did make Us into corresponding shapes Like puzzle pieces from the clay"
y,is at work... yay.
y,"thinks she will keep this as her profile pic until those tan lines fade, if that ever happens."
y,is stressed... but has great tickets for the game! row 1 baby! Woot!
y,"got a jersy from *PROPNAME*, a clean car from her mother, and a free portfolio from her sister! Not too shabby for the unexciting 22nd birthday. :D Thank you everyone!"
y,dealing with crazy people all day... A&A ppl: don't forget the lecture tonight! Not sure what it is about though... :P
y,>.<
y,absolutely hates AutoCAD.  Why am I still in architecture?
y,Come on UT: We need a touchdown!
y,is blah blah blah....but... TGIF!!! Happy weekend everyone!!!
y,GODDAMNIT!!!! FUCK YOU LINCOLN!!! Kick HIGHER! And the guy took off his helmit! We should have had a re-kick! What BS is this? AAAARRRRG!!!!!!
y,"I just realized that the song ""All I wanna do is make love to you"" by Heart is about a woman picking up a stranger and seducing him in order to get a child... Wha?"
y,GAAAARRRG!!!
y,would like to bash her head against a concrete wall.
y,will be in knoxville for break. >.<'
y,a;lkdhoarjenfpreoijn
y,will post some Halloween pictures... eventually.
y,has come to the realization that I hate Architecture. Hate it. Integrations is the worst experience ever. I'll be happy passing with a C.
y,hopes to have her drawings finished in exactly one week from now... let's see how THAT works out...
y,...?
y,is inactive.
y,"is upset.  *PROPNAME* ditched our appointment I made, after I waited in the office for about an hour, and now I'll probably never get to talk to her.  I wish she'd actually do her job in stead of taking 5 hour lunch breaks then leaving early.... Bitch."
y,is hungry.
y,needs to suck it up.
y,"Due to a lack of anyone being interested in my life updates, I will write here and delude myself that someone wiill read it later and actually care...  Got a new phone yesterday: a Palm treo.  Had to pay $30 a mo extra to use it, but now I'll be able to use the interwebz while in White Bluff.  30 dollars is a fair price to put on cabin fever prevention. Maybe I should Tweet this too. :P"
y,*PROPNAME* made it up to me today... after I waited for her for a half hour past our appointment time. Sheesh. But *PROPNAME* was awesome enough to let me have some hot chocolate :)
y,is in Knoxilla for a few days. Trying to get this Germany thing settled. Still. Garg!
y,just got skype. name: ljacocke
y,On her way to NOLA!
y,Studying is cramping my style...
y,Everyone should listen to Funhouse...best record I've heard in a long time!
y,Wishing the lovely *PROPNAME* a Happy Birthday!
y,Will be working for OCB two months from now! I cannot wait!
y,Cannot believe the court is allowing the press to publish photos of MJ's kids....
y,moving back to NOLA on the first...so little time
y,Wishing all of her friend the best of luck on the Louisian Bar Exam!
y,The Law Graduates Prayer: God...if it's not too much to ask... May I pass the bar?
y,"Excited to see *PROPNAME* and *PROPNAME* tonight, run *PROPNAME*, and see the weight fall off my butt!"
y,At Rue
y,Counting down the days till NOLA!
y,Had an awesome fourth of July
y,"5 days, until I leave Waco FOREVER!!!!!!!!!!!!!!!"
y,Finally going to get the car washed tomorrow!
y,Scared of PC III and the bar...
y,hopin and prayin
