label,body_text
y,"The connecting flight was delayed yet again by a couple of hours in China, but I will go to bed and sleep for as long as it takes to recover!!"
y,can I just observe crows?
y,Desperately seeking room slash room mate. Can anyone help me out with any leads?
y,Happy New Years!
y,http:////www.cracked.com//blog//how-to-write-erotic-fiction//
y,Its a good night for fishing.
y,"Under the cover of shameful darkness, my now former sister became a fan of Michigan football.  Because you did not go there, or any of our family for that matter...that makes you, my former sibling, a WALMART WOLVERINE...yes I went there!  We will see where your loyalties lie when you need a kidney or a piece of my liver...GO NITTANY LIONS!!"
y,is drinking tea and Emergen-C like it's nobody's business.  I refuse to be sick any longer!!
y,"I would give my left ear to be able to watch the big ten network I ordered, thanks for ruinung my game day comcast..."
y,abburido...
y,tryin to figure out what to do w. a plane ticket to NYC the 24th w. no one to hang out with. FML!
y,is at an interesting stage in his life...
y,"Thanks markelle for making my super bowl ""party"" a lot more entertaining than it would have been....oh and the dollar I won from you was a pretty sweet victory  haha :P"
y,Finally Internet at HOME :D
y,Really likes *PROPNAME*'s status and feels the same way :)
y,to think we are who we are largely because of the deactivation of Myosin Heavy Chain 16 (MYH16)... fascinating.
y,I'm a facebook noob...
y,is waiting....
y,"shall live in the sunshine, swim the sea, and drink the wild air's salubrity."
y,*PROPNAME* made it up to me today... after I waited for her for a half hour past our appointment time. Sheesh. But *PROPNAME* was awesome enough to let me have some hot chocolate :)
y,best surf in a while. cant stop smiling. whos going tomorrow?
y,Lovin' the grace God has clearly been pouring out... :-D
y,Just went to a sushi bar by my house for my birthday and it was delicious :D
y,"*PROPNAME* to her brother: why do you have a skull? *PROPNAME*: yeah, I have a skull.  It's from upstairs."
y,Happy new year :D
y,...hopes that Canada sends some help to Port-Au-Prince Haiti today
y,is eating a huge bowl of piping hot homemade chicken soup... mmmm...
y,I love how much fun you can have with non newtonian fluids :D
y,"saw the magnetic fields last night...the show was like ""icecream and orgasms""."
y,"is going on a deposition, my first real one with OCB!"
y,stress-free... finally
y,"just thought that you would know you're a god, and she is not."
y,About to go open source because Windows is <random expletive>.
y,forgot how much she missed House until she saw the premiere. Love it.
y,Carlos had a Lita-rrific night at Moustrap last night
y,is back in the US.
y,Headache
y,"Hallelujah! Hallelujah! Holy! Holy! Are you Lord God almighty! Worthy is the Lamb, worthy is the Lamb that was slain! Unto you be all glory and honor and praise! May my life bring glory to your name :)"
y,"Halfway done with med school and off to the Outer Banks for two weeks. Limited access to phone and e-mail, but will check when I can! CONGRATS classmates!"
y,is now a graduate
y,This will probably take a good long while to get used to :) I think I'm still in shock. Haha. I have a fiance. Wow. And not just any fiance; I am pursuing the pearl of great value :D
y,is very happy - for myself n for charlotte woop :D  p.s. cheers for the car lol :P
y,One is apt to overestimate beauty when it is rare ~ *PROPNAME*
y,"Damn, those Eagles looked sharp today. Too bad the Red Sox couldn't do the same."
y,homework and babysitting all day...brought the wii to entertain my two favorite twins!!!
y,have to admit... zombieland was pretty good
y,"*PROPNAME* and I went to Blockbuster to get a couple movies... we both said we'd been wanting to see Four Christmases, so we got it... turns out we watched it together last year. haha...  A tradition in the making?  Teriyaki Pork Sirloin and stir fry for dinner... love having him here <3"
y,chicka boom boom
y,playitaaaa...!!! video week
y,is excited to pop chuckies natives cherry!
y,is at jury duty ugh
y,"well i am confident i got more spackle and paint on myself than the wall, but we both do look fabulous!"
y,Once agaian getting ready to take *PROPNAME* to the doctor.
y,IS AT *PROPNAME*'S. *PROPNAME* TO BE EXACT.
y,Everything is fine until it isn’t. And then you deal with it.
y,is going to spend some time with her...
y,"is looking at old photos...and is kinda glad she takes them off facebook every so often, so that she has them all to herself, and it helps her make sure she keeps moving forward  ;)"
y,finally...the inspection is over and the house looks awesome!
y,is ready to kick some bacteria butt!
y,"is sleepy, excited, and wondering..."
y,finally found out who got her hubby and kid sick... and is pissed that she didn't find out until her son started puking.
y,"just cut *PROPNAME* trying to give her a little trim... :(  I'm taking it worse than she is... poor baby...  Now *PROPNAME* and I are going to grab us a bite to eat, then I'm trapping him in my apartment cuz he's not allowed to leave tomorrow."
y,"going to an underground art show tonight complete with art (of course), live music, drinks, body painting, and free pancakes :D  It's going to be quite an eclectic experience!"
y,is still on Seattle time.
y,"is tired, hungry, and stressed."
y,is looking forward to Homecoming weekend.  :)
y,just got back from the reel rock film show and officially views *PROPNAME* as the biggest badass EVER
y,"got her iPod Touch back today (YAY!!!), complete with headphones and the addition of a few new apps, including the Koran, iPray, World War, and Brain Tutor. I'll let you do with that what you will... ;)"
y,Motivation = Zero
y,hungers and thirsts for righteousness.
y,rub-a-dub-dub
y,Well done!! everyones done soo well so far n talk about energy :D - just 1 show left
y,found my Tag paperwork in the man den...Hopefully I get my tags by 2.1 if I apply now online...
y,i want to go to the bar tonight...is that too much to ask?
y,is still rather fluish.
y,Are thoughts and substance interchangable? Can we redirect our thoughts to substantiate anything that would be comparable to our physical surroundings and experiences ?
y,purging the non-believers from the itunes library
y,"is tired, and off to bed"
y,Let's talk about how much fun we had when we were fucking the world.
y,"yesssss, josh groban has a solo in the new ""we are the world recording""....."
y,is learning... constantly
y,"Community Health Promotion exam tomorrow...bed soon, then I can start thinking about it being almost the holidays :o)"
y,canteen then lazy dog then samba universal!!! :] go! go! go! go!
y,"drunk MSU fans when I was biking home after the game: ""oh, band fag coming through"" I don't like to swear, but I had to bite my tongue to keep from either flicking them off or just simply saying ""FUCK YOU!"""
y,finally drove out the dust ponies. They were becoming too domesticated and needed to be set free in their natural habitat.
y,"Working at home, wathcing the *PROPNAME* game, and watching the snow.  The words ""lazy Saturday"" come to mind."
y,is feeling >70% and can stop letting work get delayed. (= happiness)
y,is sick of joint facebook pages. Be an individual for christ's sake!
y,"*PROPNAME*:   This is a deliberate insult against me and my people. *PROPNAME*. *PROPNAME*: Who the fuck are his people?  *PROPNAME*:   I don't know... little scientists, I guess."
y,"Only engineer to rewrite history without a pen// No RFID on my Mac, let the story begin....begin...begin"
y,Seems to be attracting incompetence today...
y,gonna go try bikram yoga for the first time! this should be interesting!
y,"keep the people of haiti and their families, in your thoughts.  DONATE IF YOU CAN!!"
y,Hutchins Ahoy!
y,"Can't wait for today to be over! then I'll have an application mailed, and be off to Texas!! :)"
y,is wondering why her attention span is so pitiful... must... pay... attention...
y,...my kingdom for a back! lol *PROPNAME* is full of Olympians from every country…watched the Turkish team check in last night :o) Ethnic men are BEAUTIFUL!! :o)
y,Very Confused and Scared..
y,wishes it was as warm out as the sunny blue sky with wispy clouds seems to indicate.
y,Had a dream last night that I defied the laws of the space-time continuum. Isn't that like the holy grail of dreams?
y,is sorry if she did not reply to text messages or phone calls. her iphone is dumb :( and had decided it doesn't want the touch screen to work...
y,why does it feel like it should be the weekend by nowwww
y,one more week to catch up on life...then VACATION
y,yeah buddy! cowboys!
y,"money, teeth cleaning, g-ma's, bus, top secret errand, target, rodarte dress for $40(!!!), some warm and comfy- themed xmas shopping, spending time with mom, coffee, sephora.com, the office, stepping outside and forgetting how cold it gets without proper coverage- productive and selfindulgent bliss. not a bad day off."
y,likes that it really rained last night :)
y,"TALLER TRIPARTITO PRENDAS NUEVAS A LA VENTA.... vestidos, camisas y pantalones! ABIERTO DE 11am - 8pm LUNES - SABADO!"
y,Trying to weigh a degu is not easy!
y,"For those who haven't seen it yet, I've got a new stand up video up. Thanks for all the support. http:////www.youtube.com//watch?v=4kUmPOzOU4c"
y,OMG what topic should I write my persuasive speech on?!
y,*PROPNAME*
y,"is still waiting for mail.msu.edu, but is SO excited to move into her new apartment on Sunday!! :)"
y,is actually going to see someone besides my mother on my day off. No offense mom. U r fabulous but im turning into a 13-year-old not-out-of-the-closet-yet gay man by the amount of time i spend with you.
y,"""history must concede that he was in the exceptional position of a self infatuated man who happened to be right"" --- the entertaining things i find while researching"
y,Friday I'm in love
y,Is going completely insane with anticipation :) T-minus 24 hours til *PROPNAME*'s arrival in Nashville!
y,"Chicago on Monday & Tuesday, Orlando on Thursday & Friday and Tampa on Saturday & Sunday"
y,just got tickets to the phish show at shoreline!
y,"Congratulations All-hallowians, I enjoyed a wonderful concert!"
y,Had a great weekend in West Michigan.  Headed back to ATL for a few days.  Then I'll be back for *PROPNAME*'s wedding!
y,"Wow, that was a great game - even if *PROPNAME* did lose. Hope the 1 v. 2 game tonight is that good."
y,"*PROPNAME* and I unpacked, cleaned//organized our home :o) Now we have clutter-free space and even our kitchen looks bigger! Wait until you get home Shelly-Bean and see our neat place :o)"
y,Had a wonderiferous birthday. :)
y,Wow I'm a very happy camper : ) I think an SB visit is in order NOW..katie no comments hahah <3 <3
y,Any comments on the simmilarity between SITA in Ranamayan and HELEN of troy?  Ceartive inputs are more than welcome!
y,is headed for Boston to be with her lovers... *PROPNAME* & *PROPNAME* are happy :D
y,"wonders if indeed *PROPNAME* has ""Gone Rogue"" that means it's hunting season?  Figurative sense, figurative sense!"
y,"needs to be herself, she can't be no one else. She's feeling supersonic, give her gin and tonic. She could have it all, but how much does she want it?"
y,"just interviewed at an organization whose office is in the same building and on the same floor as the Production, Art, and Writing offices for Mad Men. Pretty cool :)"
y,"is preparing for the move, settlement tuesday."
y,Back in Stockholm!
y,"Whoa... way too sleepy, way too early... Cookies and hot chocolate time.... :)"
y,scored a rad position at HOAG hospital as a Clinical Care Extender. On my way to a masters in PA science! holler.
y,loves the gorilla face!
y,dear baseball...please give me someone to root for!
y,was unexpectedly mesmerized by how beautiful Pennsylvania is today.
y,"I have 1.6Kg of explosives for Nov 5 (The UK equiv of 4th July for the Americans), Hopefully with any luck this thing will make the night time look like daytime with the bang :D"
y,a reggae band covering one of the best beatles albums?!?!  my life is now complete:)
y,la la la la!
y,was named very appropriately. *PROPNAME* means industrious//labor.
y,Everybody has a price.
y,Lindsay is back all you freshman bitches!
y,Headed back to ATL after a great weekend in Tampa :)
y,wants to be rich!!!!!!!!!!!!!! filthy. c'mon lotto...
y,I fell on the way to my car this morning...I hope that is not the predictor of a bad day!
y,insomnia a man's best freind.
y,"ELCOME TO THE UNITED STATES OF AMERICA Press 1 for English. Press 2 to disconnect until you learn to speak English. And remember only two defining forces have ever offered to die for you, JESUS CHRIST. And the AMERICAN SOLIDER. One died for your soul, the other for your freedom. If you agree... copy and paste in your status"
y,"sometimes, most of the time, life is too fast and too confusing for my liking..."
y,Trust should only be given to those who truly understand its value.
y,thinks break.com is the best website ever! :)
y,is deep in lust and going to bed :oP
y,is still in shock...
y,partying at my place tonight...call me if you wanna join!!
y,"says happy fathers day! In honor of my heavenly Father, who's never forsaken me or let me down. May you ever be praised, Dad :)"
y,i want to carve a pumpkin!
y,used to be a happy person…bread maker shorted out and caught fire :o( Out of our apartment for 2-3weeks while they repair damage…AHHHHHHHHHH!?!?!?!?!
y,couldn't hate these new Gap commercials more. They are seriously the devil's handiwork.
y,false alarm. still invincible.
y,Snow in Germany!
y,NY is the BEST!
y,Fabulous weekend :-)
y,"""I gave her my heart and she gave me a picture of me as an old time sheriff."""
y,wants to go to 2nd saturday right now!!!
y,hopes that this Evolution final goes as well as that tetris game did too! :P
y,got six pairs of shoes for Christmas.  It might officially be time for her to stop wearing her much loved Cirque du Soleil flip-flops.
y,"""I believe it all is coming to an end. Oh well, I guess we're gonna pretend"". Ever feel like a five-year-old who is content to cover his//her eyes to feel safe and secure? If I can't see you, you can't see me..lol..I want us all to stop ignoring the important things. They won't go away if you ignore them. I promise."
y,...makin' supper then laundry and a little homework
y,so tired after The Great Urban Race with Stella. She is a rock solid awesome teammate. Now off to D&B to celebrate the big 24 with *PROPNAME*! Yay busy and fun weekends!
y,using facebook as procrastination for practicum applications...beautiful lol
y,"is working, working, working..."
y,hopes they schedule her C-Section at her doctor's appointment on Wednesday.
y,necesito TODOS los negativos POSIBLES de fotos... si tienen plzzzz démenlos!!
y,likes the feeling of wasabi high in her nasal passages
y,HA! who new that you cant take your driving test without proof of insurance!? Silly me.... -_-' ugh now I have to take it next week wednesday...yay
y,is studying hard for the G.R.E.
y,wants buffalo chicken chowder for lunch.  :*(
y,"Just made a spiced haddock on trimmed green bean and coconut rice with a coconut, chilli sauce... mmm"
y,is dying!!! HEEEEELPPPPP!!!!!
y,Classes are getting in the way of my college life...
y,Wowza running tomorrow morning supa early
y,thinks her temper is her worst quality…bla! *PROPNAME* come home I miss you!
y,"stomach versus intestines, round 674."
y,"has 28 teeth left.  At this rate of loss (2//decade), she'll be toothless by age 160...not too bad.  :| <--currently cannot grin//smile"
y,is keeping her lab notebook up-to-date.
y,has GOT to stop waking up at 1pm...
y,"is wondering how many people know that the United States' Independence Day is actually the day that they published the Declaration of Independence, not the day they signed it into law."
y,<3's pedicures
y,I drilled a hole into my finger.. how do you even do this!?
y,24 revolutions around the sun. Pretty impressive if I do say so myself.
y,"I'm a victim of my own insides. There was a time when I wanted to know everything...It used to make me very unhappy, all that feeling. I just didn't know what to do with it. But now I've learned to make that feeling work for me. I'm full of emotion and I "
y,"finds it hard to understand some American reactions about Health Care Reform…they seem so “the end is here”…laundry, chatting to Mom and giving some TLC to my orchids"
y,"Just got to know that my co-worker was going to call cops on me ,cause that person did not know that  I was new to the work place. Fun  huh?"
y,my brain=monday molasses
y,"I'm better than ya ex, gonna be better than ya next"
y,"The ""Full House"" home is on the market for 4 mil.  I wonder if being fetured in the show increased its value"
y,"We're the tattooed lady, and we're never going to have a minute's peace, the rest of our lives, until everybody else is tattooed, too.""   - *PROPNAME*, *PROPNAME* and *PROPNAME*.   The world will miss you :("
y,"back in Richmond, reading for classes tomorrow and getting ready for the week.. can't believe I only have 2 full weeks of classes left of the semester...."
y,still working on getting paid to say dumb things.
y,"will boycott any sponsor pulling their Tiger Woods advertising.  Gillette, Gatorade, you've been put on notice."
y,is fed up with messin with the relationship status n is goin to upload pics :D
y,"So the guito from Jersey Shore that calls him self ""The Situtation"" is trying to trademerk it now..."
y,"had enough of this memo today, almost done! Reading a good book until sleep... Can't wait until home on Tuesday... It's going to be a great week!"
y,come visit me at work i'm sooo bored! ://
y,"what an adventurous night...filled with the natives, crazy screaming men and a half-naked girl...what a great night!!!!!"
y,can't wait for Ithaca tomorrow :-)
y,is rewatching the first half of Knock Knock Loving You (the only portion worth watching).
y,"Finally, one outline completely down...only 3 to go - and a long way to go at that. Next semester will be different, really!"
y,"stop regarding men. What account is he? --isaiah 2:22.. We are nothing more than a nose-full of breath. Oh man, how frail are you? Why do you expect regard? Why do I?"
y,Thank Cthulhu it's friday!
y,mmm Espresso at Chocco cafe.
y,wants rime with lum
y,best boss's lunch ever!
y,"is glad that he caught a bit of ""*PROPNAME*'s Drag Race"" last night.  *PROPNAME* stepped it up a notch with the show setting and hair//makeup.  The competition is fiercer than ever...It reminds him of the transition ""America's Next Top Model"" from Cycle 1 to Cycle 2.  He's feelin ""totes reality"" right now."
y,is about to start wrapping Christmas presents!
y,going to Chicago! :)
y,Assebmler has been defeted.
y,cant believe the Ducks traded Pronger! Morons.
y,is reading her new textbooks...so excited about taking Human Sexuality! I am going to make an A+
y,Merry Christmas everyone :)
y,hates it when people are dishonest. :\
y,"I got the prettiest wedding dress in the whole wide world!  Was browsing through the racks and turns out the first dress I came to that caught my attention was the one I had picked out online and been looking at ever since last June!  Tried a bunch on, but ended up with that one.  :)  How exciting!"
y,was pretty awesome 2night guys :) - cheers n yay for cars :P
y,"Gas Station doughnut does not equal paczki, I almot cried a litle"
